代码,简称,时间,开盘价(元),收盘价(元),最高价(元),最低价(元)
ICM.CFE,中证500股指期货主力连续,2018-01-15,6393.2,6273.0,6396.0,6242.2
ICM.CFE,中证500股指期货主力连续,2018-01-16,6261.2,6285.6,6317.8,6261.2
ICM.CFE,中证500股指期货主力连续,2018-01-17,6279.6,6250.0,6299.2,6193.2
ICM.CFE,中证500股指期货主力连续,2018-01-18,6252.0,6285.6,6316.8,6246.2
ICM.CFE,中证500股指期货主力连续,2018-01-19,6284.2,6281.0,6333.8,6268.8
ICM.CFE,中证500股指期货主力连续,2018-01-22,6234.8,6348.6,6359.8,6200.8
ICM.CFE,中证500股指期货主力连续,2018-01-23,6346.8,6345.8,6377.0,6323.6
ICM.CFE,中证500股指期货主力连续,2018-01-24,6350.0,6409.6,6430.0,6326.6
ICM.CFE,中证500股指期货主力连续,2018-01-25,6395.0,6387.0,6449.6,6382.0
ICM.CFE,中证500股指期货主力连续,2018-01-26,6387.0,6397.0,6413.8,6377.0
ICM.CFE,中证500股指期货主力连续,2018-01-29,6396.8,6312.2,6430.4,6287.2
ICM.CFE,中证500股指期货主力连续,2018-01-30,6307.8,6302.8,6346.0,6291.4
ICM.CFE,中证500股指期货主力连续,2018-01-31,6280.0,6186.6,6285.0,6156.6
ICM.CFE,中证500股指期货主力连续,2018-02-01,6189.8,5970.0,6212.0,5961.4
ICM.CFE,中证500股指期货主力连续,2018-02-02,5959.4,5986.2,6018.6,5832.6
ICM.CFE,中证500股指期货主力连续,2018-02-05,5930.0,5979.8,6015.8,5916.4
ICM.CFE,中证500股指期货主力连续,2018-02-06,5913.0,5686.8,5933.2,5651.8
ICM.CFE,中证500股指期货主力连续,2018-02-07,5805.2,5663.0,5837.0,5606.8
ICM.CFE,中证500股指期货主力连续,2018-02-08,5689.0,5747.0,5804.8,5680.0
ICM.CFE,中证500股指期货主力连续,2018-02-09,5645.0,5504.0,5678.0,5453.2
ICM.CFE,中证500股指期货主力连续,2018-02-12,5595.0,5661.0,5723.2,5565.2
ICM.CFE,中证500股指期货主力连续,2018-02-13,5700.4,5713.8,5784.0,5698.0
ICM.CFE,中证500股指期货主力连续,2018-02-14,5719.2,5730.0,5748.4,5692.4
ICM.CFE,中证500股指期货主力连续,2018-02-22,5780.0,5825.0,5836.0,5738.8
ICM.CFE,中证500股指期货主力连续,2018-02-23,5830.0,5833.4,5853.4,5777.0
ICM.CFE,中证500股指期货主力连续,2018-02-26,5876.6,6004.6,6013.8,5865.0
ICM.CFE,中证500股指期货主力连续,2018-02-27,5998.0,5979.6,6022.6,5965.0
ICM.CFE,中证500股指期货主力连续,2018-02-28,5953.6,5983.4,6026.0,5918.2
ICM.CFE,中证500股指期货主力连续,2018-03-01,5957.8,6057.8,6074.4,5941.2
ICM.CFE,中证500股指期货主力连续,2018-03-02,6019.8,6035.2,6068.0,6005.0
ICM.CFE,中证500股指期货主力连续,2018-03-05,6050.2,6019.2,6066.4,5970.2
ICM.CFE,中证500股指期货主力连续,2018-03-06,6035.8,6111.8,6116.0,6025.2
ICM.CFE,中证500股指期货主力连续,2018-03-07,6095.0,6031.0,6106.0,6023.6
ICM.CFE,中证500股指期货主力连续,2018-03-08,6049.0,6095.4,6107.6,6039.0
ICM.CFE,中证500股指期货主力连续,2018-03-09,6108.8,6198.8,6207.8,6096.4
ICM.CFE,中证500股指期货主力连续,2018-03-12,6233.0,6275.4,6295.8,6225.6
ICM.CFE,中证500股指期货主力连续,2018-03-13,6274.6,6241.0,6284.6,6233.2
ICM.CFE,中证500股指期货主力连续,2018-03-14,6234.4,6177.0,6253.8,6157.4
ICM.CFE,中证500股指期货主力连续,2018-03-15,6165.0,6172.0,6214.0,6101.0
ICM.CFE,中证500股指期货主力连续,2018-03-16,6192.0,6174.2,6207.2,6165.8
ICM.CFE,中证500股指期货主力连续,2018-03-19,6088.0,6080.4,6158.6,6044.2
ICM.CFE,中证500股指期货主力连续,2018-03-20,6050.0,6103.2,6138.4,6022.6
ICM.CFE,中证500股指期货主力连续,2018-03-21,6123.4,6040.0,6185.2,6028.0
ICM.CFE,中证500股指期货主力连续,2018-03-22,6075.0,6037.4,6097.0,6000.2
ICM.CFE,中证500股指期货主力连续,2018-03-23,5871.0,5665.6,5930.0,5630.2
ICM.CFE,中证500股指期货主力连续,2018-03-26,5681.0,5846.0,5855.8,5632.0
ICM.CFE,中证500股指期货主力连续,2018-03-27,5907.0,6005.6,6013.4,5899.6
ICM.CFE,中证500股指期货主力连续,2018-03-28,5934.0,5915.2,5977.4,5891.4
ICM.CFE,中证500股指期货主力连续,2018-03-29,5951.2,6012.0,6018.8,5890.2
ICM.CFE,中证500股指期货主力连续,2018-03-30,6022.0,6101.0,6105.0,6017.4
ICM.CFE,中证500股指期货主力连续,2018-04-02,6129.8,6075.0,6157.8,6060.6
ICM.CFE,中证500股指期货主力连续,2018-04-03,6001.0,6023.4,6048.8,5953.0
ICM.CFE,中证500股指期货主力连续,2018-04-04,6055.0,5976.0,6081.8,5950.2
ICM.CFE,中证500股指期货主力连续,2018-04-09,5986.4,5981.8,6049.0,5919.2
ICM.CFE,中证500股指期货主力连续,2018-04-10,6000.0,6048.0,6050.0,5950.6
ICM.CFE,中证500股指期货主力连续,2018-04-11,6078.6,6055.0,6098.4,6047.4
ICM.CFE,中证500股指期货主力连续,2018-04-12,6047.4,6022.8,6083.8,6003.2
ICM.CFE,中证500股指期货主力连续,2018-04-13,6060.2,6010.0,6080.0,5982.6
ICM.CFE,中证500股指期货主力连续,2018-04-16,6018.8,5989.0,6052.2,5934.0
ICM.CFE,中证500股指期货主力连续,2018-04-17,6008.8,5888.0,6028.8,5856.4
ICM.CFE,中证500股指期货主力连续,2018-04-18,5936.6,5951.0,5996.2,5812.2
ICM.CFE,中证500股指期货主力连续,2018-04-19,5965.0,6000.0,6064.2,5960.8
ICM.CFE,中证500股指期货主力连续,2018-04-20,5987.0,5908.0,6000.0,5892.4
ICM.CFE,中证500股指期货主力连续,2018-04-23,5852.2,5779.2,5881.6,5692.0
ICM.CFE,中证500股指期货主力连续,2018-04-24,5781.4,5913.2,5935.8,5781.4
ICM.CFE,中证500股指期货主力连续,2018-04-25,5895.0,5913.0,5933.0,5882.2
ICM.CFE,中证500股指期货主力连续,2018-04-26,5908.0,5806.4,5928.4,5796.0
ICM.CFE,中证500股指期货主力连续,2018-04-27,5836.0,5852.2,5855.6,5769.2
ICM.CFE,中证500股指期货主力连续,2018-05-02,5860.2,5827.8,5887.4,5781.0
ICM.CFE,中证500股指期货主力连续,2018-05-03,5815.0,5892.4,5919.4,5744.0
ICM.CFE,中证500股指期货主力连续,2018-05-04,5887.2,5881.0,5921.8,5861.4
ICM.CFE,中证500股指期货主力连续,2018-05-07,5911.0,6001.0,6024.6,5891.2
ICM.CFE,中证500股指期货主力连续,2018-05-08,6018.0,6028.6,6033.8,5992.4
ICM.CFE,中证500股指期货主力连续,2018-05-09,6027.6,6011.0,6041.8,5983.0
ICM.CFE,中证500股指期货主力连续,2018-05-10,6020.0,6036.4,6054.0,5973.8
ICM.CFE,中证500股指期货主力连续,2018-05-11,6039.6,5993.0,6047.4,5980.6
ICM.CFE,中证500股指期货主力连续,2018-05-14,5999.0,5964.0,6020.2,5939.8
ICM.CFE,中证500股指期货主力连续,2018-05-15,5976.6,6020.0,6026.2,5948.8
ICM.CFE,中证500股指期货主力连续,2018-05-16,6018.6,6012.6,6046.8,5993.8
ICM.CFE,中证500股指期货主力连续,2018-05-17,6010.4,5975.0,6020.4,5960.0
ICM.CFE,中证500股指期货主力连续,2018-05-18,5925.0,5975.2,5980.0,5884.6
ICM.CFE,中证500股指期货主力连续,2018-05-21,6015.0,6027.4,6069.0,6013.6
ICM.CFE,中证500股指期货主力连续,2018-05-22,6028.2,6066.0,6072.8,6020.2
ICM.CFE,中证500股指期货主力连续,2018-05-23,6060.0,5992.4,6060.0,5975.2
ICM.CFE,中证500股指期货主力连续,2018-05-24,5995.2,5966.8,6008.0,5950.2
ICM.CFE,中证500股指期货主力连续,2018-05-25,5961.2,5874.8,5966.6,5863.4
ICM.CFE,中证500股指期货主力连续,2018-05-28,5883.6,5878.4,5928.4,5836.4
ICM.CFE,中证500股指期货主力连续,2018-05-29,5871.0,5794.4,5908.8,5791.0
ICM.CFE,中证500股指期货主力连续,2018-05-30,5743.2,5653.2,5748.8,5645.0
ICM.CFE,中证500股指期货主力连续,2018-05-31,5698.0,5738.0,5749.6,5652.0
ICM.CFE,中证500股指期货主力连续,2018-06-01,5717.8,5664.0,5729.6,5621.2
ICM.CFE,中证500股指期货主力连续,2018-06-04,5682.0,5671.0,5693.8,5628.8
ICM.CFE,中证500股指期货主力连续,2018-06-05,5672.4,5770.2,5774.6,5672.4
ICM.CFE,中证500股指期货主力连续,2018-06-06,5773.2,5765.6,5773.2,5725.8
ICM.CFE,中证500股指期货主力连续,2018-06-07,5779.8,5732.0,5799.0,5707.0
ICM.CFE,中证500股指期货主力连续,2018-06-08,5721.8,5658.6,5726.8,5608.4
ICM.CFE,中证500股指期货主力连续,2018-06-11,5645.0,5639.2,5678.8,5588.0
ICM.CFE,中证500股指期货主力连续,2018-06-12,5642.4,5686.8,5704.8,5592.6
ICM.CFE,中证500股指期货主力连续,2018-06-13,5673.4,5603.0,5684.8,5598.8
ICM.CFE,中证500股指期货主力连续,2018-06-14,5579.6,5594.0,5657.4,5570.2
ICM.CFE,中证500股指期货主力连续,2018-06-15,5590.4,5482.6,5614.6,5434.6
ICM.CFE,中证500股指期货主力连续,2018-06-19,5359.6,5057.8,5359.8,4952.2
ICM.CFE,中证500股指期货主力连续,2018-06-20,5050.0,5142.2,5188.0,5028.0
ICM.CFE,中证500股指期货主力连续,2018-06-21,5155.0,5010.0,5199.0,4995.6
ICM.CFE,中证500股指期货主力连续,2018-06-22,4989.0,5110.8,5127.0,4964.2
ICM.CFE,中证500股指期货主力连续,2018-06-25,5138.6,5028.8,5158.8,5028.8
ICM.CFE,中证500股指期货主力连续,2018-06-26,5015.0,5095.0,5138.2,5001.8
ICM.CFE,中证500股指期货主力连续,2018-06-27,5099.0,5001.0,5154.2,4996.2
ICM.CFE,中证500股指期货主力连续,2018-06-28,5011.2,5007.2,5119.6,4982.4
ICM.CFE,中证500股指期货主力连续,2018-06-29,5030.0,5185.4,5205.2,5002.2
ICM.CFE,中证500股指期货主力连续,2018-07-02,5176.6,5100.0,5225.0,5037.0
ICM.CFE,中证500股指期货主力连续,2018-07-03,5116.2,5144.0,5180.6,4992.0
ICM.CFE,中证500股指期货主力连续,2018-07-04,5131.0,5085.4,5150.0,5043.0
ICM.CFE,中证500股指期货主力连续,2018-07-05,5065.2,4920.2,5091.4,4919.6
ICM.CFE,中证500股指期货主力连续,2018-07-06,4941.6,4948.0,5047.6,4852.0
ICM.CFE,中证500股指期货主力连续,2018-07-09,4991.6,5088.0,5091.0,4988.0
ICM.CFE,中证500股指期货主力连续,2018-07-10,5098.6,5115.0,5124.8,5051.2
ICM.CFE,中证500股指期货主力连续,2018-07-11,5003.8,5008.8,5048.8,4919.0
ICM.CFE,中证500股指期货主力连续,2018-07-12,5018.0,5178.4,5190.8,5017.8
ICM.CFE,中证500股指期货主力连续,2018-07-13,5178.4,5191.0,5209.4,5152.0
ICM.CFE,中证500股指期货主力连续,2018-07-16,5197.2,5199.2,5220.8,5152.0
ICM.CFE,中证500股指期货主力连续,2018-07-17,5199.0,5184.4,5203.0,5116.4
ICM.CFE,中证500股指期货主力连续,2018-07-18,5209.8,5159.2,5232.0,5150.0
ICM.CFE,中证500股指期货主力连续,2018-07-19,5169.0,5119.4,5187.0,5081.2
ICM.CFE,中证500股指期货主力连续,2018-07-20,5040.0,5145.2,5165.4,5031.4
ICM.CFE,中证500股指期货主力连续,2018-07-23,5117.6,5191.0,5208.4,5114.0
ICM.CFE,中证500股指期货主力连续,2018-07-24,5195.0,5299.0,5328.0,5195.0
ICM.CFE,中证500股指期货主力连续,2018-07-25,5306.6,5297.8,5332.8,5281.0
ICM.CFE,中证500股指期货主力连续,2018-07-26,5297.8,5261.6,5308.0,5241.6
ICM.CFE,中证500股指期货主力连续,2018-07-27,5270.2,5230.0,5279.8,5205.0
ICM.CFE,中证500股指期货主力连续,2018-07-30,5217.0,5140.4,5245.2,5138.0
ICM.CFE,中证500股指期货主力连续,2018-07-31,5145.0,5157.4,5205.8,5130.0
ICM.CFE,中证500股指期货主力连续,2018-08-01,5188.0,5074.8,5239.8,5056.0
ICM.CFE,中证500股指期货主力连续,2018-08-02,5066.6,4946.4,5075.8,4832.4
ICM.CFE,中证500股指期货主力连续,2018-08-03,4950.2,4878.2,4991.0,4870.0
ICM.CFE,中证500股指期货主力连续,2018-08-06,4885.0,4806.0,4908.8,4755.2
ICM.CFE,中证500股指期货主力连续,2018-08-07,4817.2,4929.0,4944.4,4767.8
ICM.CFE,中证500股指期货主力连续,2018-08-08,4919.4,4855.4,4922.2,4827.2
ICM.CFE,中证500股指期货主力连续,2018-08-09,4846.6,4977.0,5031.4,4833.2
ICM.CFE,中证500股指期货主力连续,2018-08-10,4988.2,5012.8,5027.6,4967.0
ICM.CFE,中证500股指期货主力连续,2018-08-13,4971.6,5046.4,5080.0,4931.4
ICM.CFE,中证500股指期货主力连续,2018-08-14,5046.4,5036.8,5052.2,4997.2
ICM.CFE,中证500股指期货主力连续,2018-08-15,5037.0,4926.0,5037.0,4897.2
ICM.CFE,中证500股指期货主力连续,2018-08-16,4864.2,4871.0,4951.8,4830.2
ICM.CFE,中证500股指期货主力连续,2018-08-17,4879.0,4738.0,4896.6,4701.0
ICM.CFE,中证500股指期货主力连续,2018-08-20,4746.0,4783.6,4797.0,4684.6
ICM.CFE,中证500股指期货主力连续,2018-08-21,4788.8,4825.0,4876.0,4760.2
ICM.CFE,中证500股指期货主力连续,2018-08-22,4817.2,4806.0,4829.0,4772.8
ICM.CFE,中证500股指期货主力连续,2018-08-23,4799.6,4826.2,4859.2,4745.8
ICM.CFE,中证500股指期货主力连续,2018-08-24,4810.2,4809.4,4847.0,4775.2
ICM.CFE,中证500股指期货主力连续,2018-08-27,4835.6,4931.4,4947.0,4820.2
ICM.CFE,中证500股指期货主力连续,2018-08-28,4942.8,4936.8,4957.4,4910.0
ICM.CFE,中证500股指期货主力连续,2018-08-29,4934.6,4918.2,4937.6,4883.0
ICM.CFE,中证500股指期货主力连续,2018-08-30,4918.0,4846.0,4923.2,4826.4
ICM.CFE,中证500股指期货主力连续,2018-08-31,4822.0,4783.4,4836.6,4757.0
ICM.CFE,中证500股指期货主力连续,2018-09-03,4767.0,4819.6,4822.8,4715.4
ICM.CFE,中证500股指期货主力连续,2018-09-04,4814.6,4857.6,4895.2,4798.2
ICM.CFE,中证500股指期货主力连续,2018-09-05,4850.0,4785.0,4867.2,4781.2
ICM.CFE,中证500股指期货主力连续,2018-09-06,4775.4,4767.8,4837.6,4740.0
ICM.CFE,中证500股指期货主力连续,2018-09-07,4788.0,4765.0,4865.0,4720.2
ICM.CFE,中证500股指期货主力连续,2018-09-10,4760.0,4684.2,4770.8,4673.0
ICM.CFE,中证500股指期货主力连续,2018-09-11,4687.2,4694.4,4735.0,4653.8
ICM.CFE,中证500股指期货主力连续,2018-09-12,4694.4,4675.0,4728.4,4656.2
ICM.CFE,中证500股指期货主力连续,2018-09-13,4726.8,4718.0,4769.0,4636.8
ICM.CFE,中证500股指期货主力连续,2018-09-14,4722.6,4654.4,4726.4,4653.4
ICM.CFE,中证500股指期货主力连续,2018-09-17,4633.4,4602.8,4634.2,4574.2
ICM.CFE,中证500股指期货主力连续,2018-09-18,4588.6,4679.4,4698.4,4581.6
ICM.CFE,中证500股指期货主力连续,2018-09-19,4679.0,4734.4,4783.2,4667.0
ICM.CFE,中证500股指期货主力连续,2018-09-20,4737.4,4743.6,4774.8,4730.8
ICM.CFE,中证500股指期货主力连续,2018-09-21,4748.2,4788.0,4794.4,4724.8
ICM.CFE,中证500股指期货主力连续,2018-09-25,4786.0,4793.2,4813.0,4753.2
ICM.CFE,中证500股指期货主力连续,2018-09-26,4805.0,4800.0,4851.6,4767.6
ICM.CFE,中证500股指期货主力连续,2018-09-27,4802.4,4764.6,4818.0,4746.2
ICM.CFE,中证500股指期货主力连续,2018-09-28,4772.2,4820.4,4827.0,4733.6
ICM.CFE,中证500股指期货主力连续,2018-10-08,4722.0,4654.8,4741.6,4640.4
ICM.CFE,中证500股指期货主力连续,2018-10-09,4664.2,4624.8,4690.0,4606.2
ICM.CFE,中证500股指期货主力连续,2018-10-10,4631.2,4639.2,4670.0,4578.2
ICM.CFE,中证500股指期货主力连续,2018-10-11,4499.0,4258.2,4506.0,4243.0
ICM.CFE,中证500股指期货主力连续,2018-10-12,4281.6,4267.2,4303.8,4135.0
ICM.CFE,中证500股指期货主力连续,2018-10-15,4273.0,4178.4,4324.8,4171.0
ICM.CFE,中证500股指期货主力连续,2018-10-16,4185.2,4100.4,4219.8,4067.2
ICM.CFE,中证500股指期货主力连续,2018-10-17,4150.8,4120.6,4165.2,4026.8
ICM.CFE,中证500股指期货主力连续,2018-10-18,4109.0,4033.2,4111.4,4018.4
ICM.CFE,中证500股指期货主力连续,2018-10-19,3992.0,4091.4,4093.6,3977.2
ICM.CFE,中证500股指期货主力连续,2018-10-22,4150.0,4317.6,4373.2,4140.0
ICM.CFE,中证500股指期货主力连续,2018-10-23,4318.6,4219.6,4342.6,4182.0
ICM.CFE,中证500股指期货主力连续,2018-10-24,4218.6,4209.8,4288.8,4173.4
ICM.CFE,中证500股指期货主力连续,2018-10-25,4100.0,4226.0,4230.4,4072.4
ICM.CFE,中证500股指期货主力连续,2018-10-26,4249.8,4199.8,4283.4,4172.4
ICM.CFE,中证500股指期货主力连续,2018-10-29,4206.4,4156.0,4227.2,4104.0
ICM.CFE,中证500股指期货主力连续,2018-10-30,4145.2,4189.6,4232.4,4060.0
ICM.CFE,中证500股指期货主力连续,2018-10-31,4202.6,4252.0,4305.0,4185.2
ICM.CFE,中证500股指期货主力连续,2018-11-01,4301.0,4280.0,4375.0,4273.8
ICM.CFE,中证500股指期货主力连续,2018-11-02,4411.0,4436.0,4447.6,4341.6
ICM.CFE,中证500股指期货主力连续,2018-11-05,4421.2,4430.2,4463.0,4350.6
ICM.CFE,中证500股指期货主力连续,2018-11-06,4413.4,4439.2,4445.0,4365.6
ICM.CFE,中证500股指期货主力连续,2018-11-07,4443.0,4388.4,4488.0,4388.0
ICM.CFE,中证500股指期货主力连续,2018-11-08,4447.6,4370.8,4448.0,4366.2
ICM.CFE,中证500股指期货主力连续,2018-11-09,4347.8,4368.8,4401.6,4338.4
ICM.CFE,中证500股指期货主力连续,2018-11-12,4368.0,4487.2,4496.2,4354.4
ICM.CFE,中证500股指期货主力连续,2018-11-13,4440.0,4571.0,4606.8,4439.8
ICM.CFE,中证500股指期货主力连续,2018-11-14,4576.8,4552.6,4612.4,4533.0
ICM.CFE,中证500股指期货主力连续,2018-11-15,4543.6,4620.0,4628.8,4543.6
ICM.CFE,中证500股指期货主力连续,2018-11-16,4625.0,4647.8,4710.6,4602.8
ICM.CFE,中证500股指期货主力连续,2018-11-19,4657.0,4659.4,4683.6,4594.6
ICM.CFE,中证500股指期货主力连续,2018-11-20,4627.6,4520.0,4635.0,4512.4
ICM.CFE,中证500股指期货主力连续,2018-11-21,4480.0,4536.2,4557.0,4449.2
ICM.CFE,中证500股指期货主力连续,2018-11-22,4550.0,4523.0,4574.8,4484.4
ICM.CFE,中证500股指期货主力连续,2018-11-23,4514.0,4328.2,4521.0,4327.6
ICM.CFE,中证500股指期货主力连续,2018-11-26,4338.0,4315.8,4371.6,4283.6
ICM.CFE,中证500股指期货主力连续,2018-11-27,4347.6,4344.2,4378.6,4307.0
ICM.CFE,中证500股指期货主力连续,2018-11-28,4342.4,4398.0,4419.0,4272.4
ICM.CFE,中证500股指期货主力连续,2018-11-29,4447.0,4312.2,4447.0,4296.6
ICM.CFE,中证500股指期货主力连续,2018-11-30,4303.6,4328.2,4360.0,4238.0
ICM.CFE,中证500股指期货主力连续,2018-12-03,4488.6,4472.0,4524.0,4419.0
ICM.CFE,中证500股指期货主力连续,2018-12-04,4458.8,4514.6,4528.0,4452.2
ICM.CFE,中证500股指期货主力连续,2018-12-05,4429.8,4470.0,4526.0,4429.0
ICM.CFE,中证500股指期货主力连续,2018-12-06,4429.0,4388.2,4460.0,4372.0
ICM.CFE,中证500股指期货主力连续,2018-12-07,4408.6,4386.0,4419.8,4381.8
ICM.CFE,中证500股指期货主力连续,2018-12-10,4362.2,4336.6,4384.6,4325.0
ICM.CFE,中证500股指期货主力连续,2018-12-11,4356.4,4387.2,4389.0,4338.0
ICM.CFE,中证500股指期货主力连续,2018-12-12,4401.0,4371.8,4407.6,4359.8
ICM.CFE,中证500股指期货主力连续,2018-12-13,4384.8,4430.2,4472.8,4354.4
ICM.CFE,中证500股指期货主力连续,2018-12-14,4420.2,4329.6,4431.0,4315.6
ICM.CFE,中证500股指期货主力连续,2018-12-17,4320.0,4321.2,4342.6,4273.0
ICM.CFE,中证500股指期货主力连续,2018-12-18,4305.0,4295.2,4344.4,4241.6
ICM.CFE,中证500股指期货主力连续,2018-12-19,4301.0,4236.2,4305.0,4233.6
ICM.CFE,中证500股指期货主力连续,2018-12-20,4231.0,4264.0,4276.8,4217.8
ICM.CFE,中证500股指期货主力连续,2018-12-21,4222.4,4206.0,4236.0,4157.6
ICM.CFE,中证500股指期货主力连续,2018-12-24,4193.4,4255.0,4266.4,4183.2
ICM.CFE,中证500股指期货主力连续,2018-12-25,4209.8,4195.2,4234.4,4085.0
ICM.CFE,中证500股指期货主力连续,2018-12-26,4198.8,4189.0,4229.0,4158.0
ICM.CFE,中证500股指期货主力连续,2018-12-27,4258.2,4131.0,4258.2,4125.8
ICM.CFE,中证500股指期货主力连续,2018-12-28,4143.0,4120.4,4181.4,4119.2
ICM.CFE,中证500股指期货主力连续,2019-01-02,4135.0,4096.8,4147.0,4086.0
ICM.CFE,中证500股指期货主力连续,2019-01-03,4100.0,4086.6,4169.0,4077.6
ICM.CFE,中证500股指期货主力连续,2019-01-04,4062.0,4207.8,4208.8,4058.0
ICM.CFE,中证500股指期货主力连续,2019-01-07,4210.0,4268.6,4293.8,4196.6
ICM.CFE,中证500股指期货主力连续,2019-01-08,4260.0,4270.8,4286.0,4248.8
ICM.CFE,中证500股指期货主力连续,2019-01-09,4288.6,4273.8,4363.6,4265.0
ICM.CFE,中证500股指期货主力连续,2019-01-10,4271.4,4277.4,4327.0,4262.6
ICM.CFE,中证500股指期货主力连续,2019-01-11,4292.4,4312.0,4320.0,4252.8
ICM.CFE,中证500股指期货主力连续,2019-01-14,4312.0,4290.2,4332.0,4274.6
ICM.CFE,中证500股指期货主力连续,2019-01-15,4291.4,4351.4,4363.6,4266.4
ICM.CFE,中证500股指期货主力连续,2019-01-16,4346.8,4341.0,4373.0,4328.0
ICM.CFE,中证500股指期货主力连续,2019-01-17,4338.2,4307.4,4356.0,4297.6
ICM.CFE,中证500股指期货主力连续,2019-01-18,4337.0,4330.0,4349.8,4295.0
ICM.CFE,中证500股指期货主力连续,2019-01-21,4349.6,4360.0,4404.4,4340.0
ICM.CFE,中证500股指期货主力连续,2019-01-22,4356.0,4294.2,4358.8,4275.6
ICM.CFE,中证500股指期货主力连续,2019-01-23,4290.6,4302.6,4318.2,4276.2
ICM.CFE,中证500股指期货主力连续,2019-01-24,4308.0,4330.8,4368.4,4274.0
ICM.CFE,中证500股指期货主力连续,2019-01-25,4336.6,4310.0,4362.0,4305.2
ICM.CFE,中证500股指期货主力连续,2019-01-28,4339.0,4291.6,4378.8,4286.0
ICM.CFE,中证500股指期货主力连续,2019-01-29,4291.0,4242.4,4291.6,4177.0
ICM.CFE,中证500股指期货主力连续,2019-01-30,4215.0,4201.8,4268.2,4200.6
ICM.CFE,中证500股指期货主力连续,2019-01-31,4210.0,4183.6,4246.6,4137.2
ICM.CFE,中证500股指期货主力连续,2019-02-01,4200.0,4313.2,4315.8,4200.0
ICM.CFE,中证500股指期货主力连续,2019-02-11,4318.0,4406.8,4413.4,4314.8
ICM.CFE,中证500股指期货主力连续,2019-02-12,4398.8,4433.4,4462.8,4398.6
ICM.CFE,中证500股指期货主力连续,2019-02-13,4439.8,4512.0,4537.2,4426.0
ICM.CFE,中证500股指期货主力连续,2019-02-14,4501.4,4533.8,4561.4,4496.0
ICM.CFE,中证500股指期货主力连续,2019-02-15,4526.8,4502.6,4556.0,4491.4
ICM.CFE,中证500股指期货主力连续,2019-02-18,4540.2,4677.0,4687.4,4539.6
ICM.CFE,中证500股指期货主力连续,2019-02-19,4692.8,4659.0,4718.4,4614.4
ICM.CFE,中证500股指期货主力连续,2019-02-20,4679.0,4652.0,4682.8,4618.0
ICM.CFE,中证500股指期货主力连续,2019-02-21,4650.0,4662.0,4762.4,4636.2
ICM.CFE,中证500股指期货主力连续,2019-02-22,4651.0,4804.8,4807.0,4650.2
ICM.CFE,中证500股指期货主力连续,2019-02-25,4872.4,5123.0,5140.0,4840.0
ICM.CFE,中证500股指期货主力连续,2019-02-26,5100.0,5063.2,5174.8,5027.8
ICM.CFE,中证500股指期货主力连续,2019-02-27,5084.2,5017.4,5107.2,4970.0
ICM.CFE,中证500股指期货主力连续,2019-02-28,5022.0,5034.6,5085.0,5002.2
ICM.CFE,中证500股指期货主力连续,2019-03-01,5070.6,5081.2,5086.8,4980.0
ICM.CFE,中证500股指期货主力连续,2019-03-04,5123.0,5144.4,5259.8,5098.2
ICM.CFE,中证500股指期货主力连续,2019-03-05,5146.4,5298.8,5314.0,5141.2
ICM.CFE,中证500股指期货主力连续,2019-03-06,5317.0,5400.0,5414.0,5241.2
ICM.CFE,中证500股指期货主力连续,2019-03-07,5387.8,5442.4,5533.4,5353.0
ICM.CFE,中证500股指期货主力连续,2019-03-08,5318.0,5296.4,5471.6,5258.0
ICM.CFE,中证500股指期货主力连续,2019-03-11,5331.4,5448.8,5463.6,5291.4
ICM.CFE,中证500股指期货主力连续,2019-03-12,5491.2,5546.2,5598.6,5461.2
ICM.CFE,中证500股指期货主力连续,2019-03-13,5544.0,5403.6,5546.0,5362.0
ICM.CFE,中证500股指期货主力连续,2019-03-14,5392.4,5289.6,5416.0,5250.6
ICM.CFE,中证500股指期货主力连续,2019-03-15,5312.6,5351.2,5433.2,5312.6
ICM.CFE,中证500股指期货主力连续,2019-03-18,5361.6,5513.8,5515.2,5303.8
ICM.CFE,中证500股指期货主力连续,2019-03-19,5498.2,5487.4,5537.0,5455.0
ICM.CFE,中证500股指期货主力连续,2019-03-20,5482.0,5470.0,5503.4,5352.2
ICM.CFE,中证500股指期货主力连续,2019-03-21,5485.0,5541.4,5628.0,5485.0
ICM.CFE,中证500股指期货主力连续,2019-03-22,5560.4,5611.2,5614.0,5470.0
ICM.CFE,中证500股指期货主力连续,2019-03-25,5523.0,5518.6,5597.0,5506.6
ICM.CFE,中证500股指期货主力连续,2019-03-26,5555.0,5358.0,5559.4,5345.0
ICM.CFE,中证500股指期货主力连续,2019-03-27,5389.0,5391.6,5415.0,5313.2
ICM.CFE,中证500股指期货主力连续,2019-03-28,5372.6,5318.6,5447.6,5311.2
ICM.CFE,中证500股指期货主力连续,2019-03-29,5333.2,5534.4,5555.2,5322.4
ICM.CFE,中证500股指期货主力连续,2019-04-01,5574.8,5766.0,5767.4,5574.8
ICM.CFE,中证500股指期货主力连续,2019-04-02,5795.2,5746.6,5825.6,5722.6
ICM.CFE,中证500股指期货主力连续,2019-04-03,5716.0,5828.6,5852.2,5712.6
ICM.CFE,中证500股指期货主力连续,2019-04-04,5858.0,5882.6,5898.0,5792.4
ICM.CFE,中证500股指期货主力连续,2019-04-08,5929.0,5800.8,5935.0,5737.4
