代码,简称,时间,开盘价(元),收盘价(元),最高价(元),最低价(元)
ICM.CFE,中证500股指期货主力连续,2016-11-01,6410.0,6465.0,6473.6,6403.8
ICM.CFE,中证500股指期货主力连续,2016-11-02,6455.0,6400.0,6461.0,6397.4
ICM.CFE,中证500股指期货主力连续,2016-11-03,6396.6,6435.0,6493.4,6392.4
ICM.CFE,中证500股指期货主力连续,2016-11-04,6435.0,6419.6,6477.8,6406.4
ICM.CFE,中证500股指期货主力连续,2016-11-07,6438.8,6409.0,6454.0,6398.0
ICM.CFE,中证500股指期货主力连续,2016-11-08,6434.0,6469.0,6488.0,6425.0
ICM.CFE,中证500股指期货主力连续,2016-11-09,6467.4,6405.0,6475.8,6307.2
ICM.CFE,中证500股指期货主力连续,2016-11-10,6473.0,6499.0,6517.6,6472.0
ICM.CFE,中证500股指期货主力连续,2016-11-11,6496.8,6563.0,6573.6,6485.0
ICM.CFE,中证500股指期货主力连续,2016-11-14,6552.6,6586.6,6618.0,6547.2
ICM.CFE,中证500股指期货主力连续,2016-11-15,6580.0,6601.8,6608.0,6575.0
ICM.CFE,中证500股指期货主力连续,2016-11-16,6627.0,6627.4,6638.0,6607.2
ICM.CFE,中证500股指期货主力连续,2016-11-17,6620.0,6635.6,6649.6,6580.2
ICM.CFE,中证500股指期货主力连续,2016-11-18,6549.8,6506.8,6549.8,6492.0
ICM.CFE,中证500股指期货主力连续,2016-11-21,6511.2,6523.2,6573.2,6502.0
ICM.CFE,中证500股指期货主力连续,2016-11-22,6535.2,6593.6,6593.6,6531.0
ICM.CFE,中证500股指期货主力连续,2016-11-23,6615.0,6561.8,6615.0,6550.2
ICM.CFE,中证500股指期货主力连续,2016-11-24,6568.4,6547.6,6574.6,6531.8
ICM.CFE,中证500股指期货主力连续,2016-11-25,6541.0,6564.8,6586.6,6449.0
ICM.CFE,中证500股指期货主力连续,2016-11-28,6595.8,6596.4,6617.8,6553.2
ICM.CFE,中证500股指期货主力连续,2016-11-29,6588.0,6556.8,6608.8,6530.2
ICM.CFE,中证500股指期货主力连续,2016-11-30,6543.0,6531.2,6589.0,6506.4
ICM.CFE,中证500股指期货主力连续,2016-12-01,6540.2,6572.0,6592.2,6533.0
ICM.CFE,中证500股指期货主力连续,2016-12-02,6550.2,6433.0,6563.0,6430.2
ICM.CFE,中证500股指期货主力连续,2016-12-05,6395.0,6430.0,6492.0,6388.0
ICM.CFE,中证500股指期货主力连续,2016-12-06,6451.6,6431.4,6479.8,6421.6
ICM.CFE,中证500股指期货主力连续,2016-12-07,6443.0,6488.6,6499.6,6417.6
ICM.CFE,中证500股指期货主力连续,2016-12-08,6491.2,6488.8,6505.0,6475.0
ICM.CFE,中证500股指期货主力连续,2016-12-09,6470.0,6456.0,6499.8,6456.0
ICM.CFE,中证500股指期货主力连续,2016-12-12,6459.2,6174.6,6492.6,6156.6
ICM.CFE,中证500股指期货主力连续,2016-12-13,6188.6,6231.0,6253.2,6161.6
ICM.CFE,中证500股指期货主力连续,2016-12-14,6231.0,6224.0,6292.0,6197.0
ICM.CFE,中证500股指期货主力连续,2016-12-15,6217.0,6262.8,6304.4,6200.0
ICM.CFE,中证500股指期货主力连续,2016-12-16,6148.4,6204.4,6221.0,6148.4
ICM.CFE,中证500股指期货主力连续,2016-12-19,6204.0,6198.0,6209.4,6153.2
ICM.CFE,中证500股指期货主力连续,2016-12-20,6190.4,6183.8,6216.4,6164.2
ICM.CFE,中证500股指期货主力连续,2016-12-21,6200.4,6256.6,6264.0,6200.4
ICM.CFE,中证500股指期货主力连续,2016-12-22,6249.4,6235.0,6254.6,6187.8
ICM.CFE,中证500股指期货主力连续,2016-12-23,6230.2,6209.8,6235.0,6170.2
ICM.CFE,中证500股指期货主力连续,2016-12-26,6181.6,6219.8,6226.8,6114.6
ICM.CFE,中证500股指期货主力连续,2016-12-27,6216.0,6216.0,6237.6,6212.0
ICM.CFE,中证500股指期货主力连续,2016-12-28,6224.8,6218.0,6232.6,6186.4
ICM.CFE,中证500股指期货主力连续,2016-12-29,6214.8,6215.8,6250.8,6184.4
ICM.CFE,中证500股指期货主力连续,2016-12-30,6225.0,6210.6,6247.0,6191.2
ICM.CFE,中证500股指期货主力连续,2017-01-03,6242.0,6275.8,6297.0,6225.2
ICM.CFE,中证500股指期货主力连续,2017-01-04,6275.8,6367.0,6372.0,6267.0
ICM.CFE,中证500股指期货主力连续,2017-01-05,6362.0,6359.0,6371.8,6347.0
ICM.CFE,中证500股指期货主力连续,2017-01-06,6357.6,6339.0,6366.0,6321.2
ICM.CFE,中证500股指期货主力连续,2017-01-09,6336.0,6373.8,6382.6,6328.0
ICM.CFE,中证500股指期货主力连续,2017-01-10,6375.0,6344.6,6388.6,6343.2
ICM.CFE,中证500股指期货主力连续,2017-01-11,6339.2,6297.6,6382.2,6295.0
ICM.CFE,中证500股指期货主力连续,2017-01-12,6302.4,6238.4,6321.2,6233.0
ICM.CFE,中证500股指期货主力连续,2017-01-13,6245.2,6178.4,6267.4,6170.8
ICM.CFE,中证500股指期货主力连续,2017-01-16,6171.8,6011.4,6190.0,5874.8
ICM.CFE,中证500股指期货主力连续,2017-01-17,5998.0,6065.0,6070.0,5956.8
ICM.CFE,中证500股指期货主力连续,2017-01-18,6059.0,6073.8,6105.0,6038.0
ICM.CFE,中证500股指期货主力连续,2017-01-19,6063.4,6047.0,6093.4,6026.6
ICM.CFE,中证500股指期货主力连续,2017-01-20,5988.0,6082.8,6108.0,5983.0
ICM.CFE,中证500股指期货主力连续,2017-01-23,6095.0,6114.2,6157.6,6095.0
ICM.CFE,中证500股指期货主力连续,2017-01-24,6109.8,6123.0,6129.6,6090.4
ICM.CFE,中证500股指期货主力连续,2017-01-25,6102.4,6155.0,6158.0,6091.6
ICM.CFE,中证500股指期货主力连续,2017-01-26,6162.8,6188.8,6197.6,6152.6
ICM.CFE,中证500股指期货主力连续,2017-02-03,6190.0,6165.0,6199.8,6079.6
ICM.CFE,中证500股指期货主力连续,2017-02-06,6171.2,6199.6,6207.2,6147.8
ICM.CFE,中证500股指期货主力连续,2017-02-07,6200.0,6187.4,6218.6,6163.0
ICM.CFE,中证500股指期货主力连续,2017-02-08,6180.0,6246.6,6261.8,6166.0
ICM.CFE,中证500股指期货主力连续,2017-02-09,6248.0,6284.8,6299.0,6244.6
ICM.CFE,中证500股指期货主力连续,2017-02-10,6288.0,6294.2,6306.8,6269.0
ICM.CFE,中证500股指期货主力连续,2017-02-13,6295.2,6330.2,6348.4,6284.2
ICM.CFE,中证500股指期货主力连续,2017-02-14,6338.8,6332.0,6342.0,6306.8
ICM.CFE,中证500股指期货主力连续,2017-02-15,6335.8,6289.6,6350.0,6285.0
ICM.CFE,中证500股指期货主力连续,2017-02-16,6289.6,6345.0,6348.8,6289.6
ICM.CFE,中证500股指期货主力连续,2017-02-17,6295.8,6213.0,6295.8,6200.0
ICM.CFE,中证500股指期货主力连续,2017-02-20,6220.2,6313.8,6315.0,6218.4
ICM.CFE,中证500股指期货主力连续,2017-02-21,6311.0,6341.0,6361.4,6302.4
ICM.CFE,中证500股指期货主力连续,2017-02-22,6348.0,6389.6,6395.2,6338.0
ICM.CFE,中证500股指期货主力连续,2017-02-23,6389.4,6397.6,6407.0,6348.4
ICM.CFE,中证500股指期货主力连续,2017-02-24,6390.4,6410.6,6413.0,6375.4
ICM.CFE,中证500股指期货主力连续,2017-02-27,6410.0,6348.0,6410.0,6332.2
ICM.CFE,中证500股指期货主力连续,2017-02-28,6350.2,6376.4,6387.8,6347.2
ICM.CFE,中证500股指期货主力连续,2017-03-01,6375.8,6397.8,6444.0,6363.6
ICM.CFE,中证500股指期货主力连续,2017-03-02,6416.8,6390.0,6423.8,6362.2
ICM.CFE,中证500股指期货主力连续,2017-03-03,6379.8,6393.0,6418.0,6346.2
ICM.CFE,中证500股指期货主力连续,2017-03-06,6404.8,6459.8,6479.8,6403.4
ICM.CFE,中证500股指期货主力连续,2017-03-07,6463.8,6465.0,6469.6,6433.6
ICM.CFE,中证500股指期货主力连续,2017-03-08,6466.0,6449.6,6466.0,6427.4
ICM.CFE,中证500股指期货主力连续,2017-03-09,6436.0,6390.8,6442.4,6361.2
ICM.CFE,中证500股指期货主力连续,2017-03-10,6397.8,6410.4,6429.8,6392.4
ICM.CFE,中证500股指期货主力连续,2017-03-13,6404.8,6484.6,6489.8,6365.4
ICM.CFE,中证500股指期货主力连续,2017-03-14,6487.2,6470.0,6503.8,6461.0
ICM.CFE,中证500股指期货主力连续,2017-03-15,6464.6,6466.4,6486.0,6455.4
ICM.CFE,中证500股指期货主力连续,2017-03-16,6489.6,6539.0,6544.0,6489.6
ICM.CFE,中证500股指期货主力连续,2017-03-17,6485.0,6410.0,6553.0,6393.0
ICM.CFE,中证500股指期货主力连续,2017-03-20,6423.6,6427.0,6434.4,6385.0
ICM.CFE,中证500股指期货主力连续,2017-03-21,6426.6,6445.0,6445.0,6403.4
ICM.CFE,中证500股指期货主力连续,2017-03-22,6415.8,6428.8,6442.4,6372.8
ICM.CFE,中证500股指期货主力连续,2017-03-23,6441.0,6450.0,6477.4,6382.0
ICM.CFE,中证500股指期货主力连续,2017-03-24,6451.4,6527.8,6535.0,6445.8
ICM.CFE,中证500股指期货主力连续,2017-03-27,6533.4,6480.6,6534.0,6466.4
ICM.CFE,中证500股指期货主力连续,2017-03-28,6485.0,6467.2,6496.0,6453.2
ICM.CFE,中证500股指期货主力连续,2017-03-29,6470.0,6443.6,6491.8,6406.4
ICM.CFE,中证500股指期货主力连续,2017-03-30,6438.0,6366.4,6454.6,6354.0
ICM.CFE,中证500股指期货主力连续,2017-03-31,6378.6,6380.2,6394.2,6352.6
ICM.CFE,中证500股指期货主力连续,2017-04-05,6418.0,6538.6,6545.0,6418.0
ICM.CFE,中证500股指期货主力连续,2017-04-06,6547.0,6536.0,6548.4,6514.0
ICM.CFE,中证500股指期货主力连续,2017-04-07,6528.8,6556.0,6578.0,6510.2
ICM.CFE,中证500股指期货主力连续,2017-04-10,6551.2,6546.0,6569.4,6537.4
ICM.CFE,中证500股指期货主力连续,2017-04-11,6549.0,6602.2,6618.4,6509.0
ICM.CFE,中证500股指期货主力连续,2017-04-12,6608.8,6555.8,6609.8,6547.8
ICM.CFE,中证500股指期货主力连续,2017-04-13,6550.2,6610.0,6627.8,6550.2
ICM.CFE,中证500股指期货主力连续,2017-04-14,6605.0,6518.8,6608.4,6503.2
ICM.CFE,中证500股指期货主力连续,2017-04-17,6505.2,6443.2,6516.0,6425.4
ICM.CFE,中证500股指期货主力连续,2017-04-18,6455.0,6422.2,6484.6,6418.0
ICM.CFE,中证500股指期货主力连续,2017-04-19,6400.0,6346.6,6408.6,6284.0
ICM.CFE,中证500股指期货主力连续,2017-04-20,6350.2,6347.8,6383.8,6312.6
ICM.CFE,中证500股指期货主力连续,2017-04-21,6316.8,6260.2,6340.6,6252.0
ICM.CFE,中证500股指期货主力连续,2017-04-24,6244.8,6108.4,6257.0,6106.0
ICM.CFE,中证500股指期货主力连续,2017-04-25,6129.2,6128.0,6182.4,6115.6
ICM.CFE,中证500股指期货主力连续,2017-04-26,6128.0,6142.0,6176.0,6128.0
ICM.CFE,中证500股指期货主力连续,2017-04-27,6129.0,6160.0,6180.4,6026.0
ICM.CFE,中证500股指期货主力连续,2017-04-28,6155.0,6180.4,6188.0,6148.4
ICM.CFE,中证500股指期货主力连续,2017-05-02,6180.0,6176.0,6187.4,6153.0
ICM.CFE,中证500股指期货主力连续,2017-05-03,6175.0,6156.2,6207.6,6136.0
ICM.CFE,中证500股指期货主力连续,2017-05-04,6147.8,6123.6,6217.4,6121.0
ICM.CFE,中证500股指期货主力连续,2017-05-05,6113.8,6057.8,6141.0,6047.0
ICM.CFE,中证500股指期货主力连续,2017-05-08,6050.2,5951.2,6069.8,5945.2
ICM.CFE,中证500股指期货主力连续,2017-05-09,5950.0,5987.0,5998.4,5907.8
ICM.CFE,中证500股指期货主力连续,2017-05-10,5993.2,5842.2,6016.0,5839.6
ICM.CFE,中证500股指期货主力连续,2017-05-11,5826.0,5827.2,5872.0,5706.0
ICM.CFE,中证500股指期货主力连续,2017-05-12,5834.0,5827.2,5857.6,5786.8
ICM.CFE,中证500股指期货主力连续,2017-05-15,5852.6,5876.8,5914.0,5852.6
ICM.CFE,中证500股指期货主力连续,2017-05-16,5865.0,6009.8,6020.0,5822.2
ICM.CFE,中证500股指期货主力连续,2017-05-17,6008.8,6020.0,6058.2,6006.2
ICM.CFE,中证500股指期货主力连续,2017-05-18,5980.8,5960.2,6038.8,5953.0
ICM.CFE,中证500股指期货主力连续,2017-05-19,5930.0,5913.6,5953.0,5884.0
ICM.CFE,中证500股指期货主力连续,2017-05-22,5918.8,5828.6,5953.4,5804.0
ICM.CFE,中证500股指期货主力连续,2017-05-23,5828.6,5716.0,5854.8,5710.0
ICM.CFE,中证500股指期货主力连续,2017-05-24,5700.0,5759.0,5773.0,5641.2
ICM.CFE,中证500股指期货主力连续,2017-05-25,5757.2,5810.6,5861.8,5691.0
ICM.CFE,中证500股指期货主力连续,2017-05-26,5814.0,5814.6,5864.0,5797.2
ICM.CFE,中证500股指期货主力连续,2017-05-31,5891.0,5772.6,5924.6,5762.6
ICM.CFE,中证500股指期货主力连续,2017-06-01,5748.0,5667.0,5796.0,5658.2
ICM.CFE,中证500股指期货主力连续,2017-06-02,5662.8,5753.2,5774.2,5613.6
ICM.CFE,中证500股指期货主力连续,2017-06-05,5779.4,5775.0,5824.8,5761.8
ICM.CFE,中证500股指期货主力连续,2017-06-06,5773.0,5807.2,5834.8,5767.2
ICM.CFE,中证500股指期货主力连续,2017-06-07,5810.2,5952.0,5956.4,5810.2
ICM.CFE,中证500股指期货主力连续,2017-06-08,5949.0,5940.0,5958.2,5914.8
ICM.CFE,中证500股指期货主力连续,2017-06-09,5930.6,5964.4,5974.4,5900.2
ICM.CFE,中证500股指期货主力连续,2017-06-12,5935.0,5882.2,5938.0,5876.6
ICM.CFE,中证500股指期货主力连续,2017-06-13,5882.2,5955.4,5992.0,5880.4
ICM.CFE,中证500股指期货主力连续,2017-06-14,5963.0,5956.6,5987.8,5948.2
ICM.CFE,中证500股指期货主力连续,2017-06-15,5959.0,6008.4,6029.8,5955.8
ICM.CFE,中证500股指期货主力连续,2017-06-16,5969.0,5957.6,5980.0,5945.4
ICM.CFE,中证500股指期货主力连续,2017-06-19,5958.4,6006.0,6023.2,5951.0
ICM.CFE,中证500股指期货主力连续,2017-06-20,6016.0,6029.4,6063.4,6007.6
ICM.CFE,中证500股指期货主力连续,2017-06-21,6029.2,6034.0,6038.2,5977.0
ICM.CFE,中证500股指期货主力连续,2017-06-22,6029.8,5944.8,6067.0,5936.0
ICM.CFE,中证500股指期货主力连续,2017-06-23,5950.2,5953.2,5975.8,5861.2
ICM.CFE,中证500股指期货主力连续,2017-06-26,5978.6,6085.8,6093.0,5957.4
ICM.CFE,中证500股指期货主力连续,2017-06-27,6088.2,6061.0,6099.6,6043.2
ICM.CFE,中证500股指期货主力连续,2017-06-28,6055.0,6048.0,6078.6,6026.4
ICM.CFE,中证500股指期货主力连续,2017-06-29,6064.8,6074.4,6113.4,6056.0
ICM.CFE,中证500股指期货主力连续,2017-06-30,6056.0,6097.2,6115.8,6043.2
ICM.CFE,中证500股指期货主力连续,2017-07-03,6102.8,6146.0,6152.4,6086.0
ICM.CFE,中证500股指期货主力连续,2017-07-04,6147.2,6119.0,6147.6,6090.8
ICM.CFE,中证500股指期货主力连续,2017-07-05,6114.0,6161.4,6170.8,6100.8
ICM.CFE,中证500股指期货主力连续,2017-07-06,6162.2,6146.4,6187.2,6106.6
ICM.CFE,中证500股指期货主力连续,2017-07-07,6137.4,6183.2,6208.2,6133.6
ICM.CFE,中证500股指期货主力连续,2017-07-10,6177.6,6165.0,6209.6,6144.2
ICM.CFE,中证500股指期货主力连续,2017-07-11,6173.0,6108.4,6173.0,6092.2
ICM.CFE,中证500股指期货主力连续,2017-07-12,6117.4,6085.4,6123.8,6013.8
ICM.CFE,中证500股指期货主力连续,2017-07-13,6100.0,6108.2,6152.6,6080.4
ICM.CFE,中证500股指期货主力连续,2017-07-14,6101.4,6093.4,6125.0,6065.4
ICM.CFE,中证500股指期货主力连续,2017-07-17,6080.8,5825.6,6090.0,5821.2
ICM.CFE,中证500股指期货主力连续,2017-07-18,5825.0,5899.0,5903.6,5818.0
ICM.CFE,中证500股指期货主力连续,2017-07-19,5898.8,6033.2,6045.0,5883.0
ICM.CFE,中证500股指期货主力连续,2017-07-20,6038.2,6074.0,6099.2,6033.4
ICM.CFE,中证500股指期货主力连续,2017-07-21,6017.0,6041.2,6061.8,6001.0
ICM.CFE,中证500股指期货主力连续,2017-07-24,6044.2,6083.8,6117.2,6031.0
ICM.CFE,中证500股指期货主力连续,2017-07-25,6085.4,6081.2,6097.4,6023.8
ICM.CFE,中证500股指期货主力连续,2017-07-26,6099.0,6070.0,6099.8,6033.4
ICM.CFE,中证500股指期货主力连续,2017-07-27,6065.6,6129.4,6148.8,6014.8
ICM.CFE,中证500股指期货主力连续,2017-07-28,6120.0,6185.2,6195.0,6115.2
ICM.CFE,中证500股指期货主力连续,2017-07-31,6181.2,6265.6,6277.2,6155.6
ICM.CFE,中证500股指期货主力连续,2017-08-01,6266.2,6247.6,6272.0,6223.4
ICM.CFE,中证500股指期货主力连续,2017-08-02,6258.0,6225.4,6288.8,6205.0
ICM.CFE,中证500股指期货主力连续,2017-08-03,6215.6,6233.8,6280.0,6208.0
ICM.CFE,中证500股指期货主力连续,2017-08-04,6235.4,6185.2,6279.6,6180.2
ICM.CFE,中证500股指期货主力连续,2017-08-07,6205.0,6280.0,6284.0,6191.8
ICM.CFE,中证500股指期货主力连续,2017-08-08,6280.0,6272.2,6306.6,6253.6
ICM.CFE,中证500股指期货主力连续,2017-08-09,6270.0,6317.4,6333.0,6265.0
ICM.CFE,中证500股指期货主力连续,2017-08-10,6296.0,6251.0,6323.2,6213.6
ICM.CFE,中证500股指期货主力连续,2017-08-11,6231.2,6139.2,6268.2,6118.2
ICM.CFE,中证500股指期货主力连续,2017-08-14,6159.0,6286.4,6288.2,6155.0
ICM.CFE,中证500股指期货主力连续,2017-08-15,6283.2,6292.8,6311.8,6265.8
ICM.CFE,中证500股指期货主力连续,2017-08-16,6290.0,6309.6,6321.6,6254.6
ICM.CFE,中证500股指期货主力连续,2017-08-17,6327.0,6365.8,6375.0,6296.6
ICM.CFE,中证500股指期货主力连续,2017-08-18,6295.2,6286.6,6317.4,6272.2
ICM.CFE,中证500股指期货主力连续,2017-08-21,6300.4,6358.8,6369.8,6300.2
ICM.CFE,中证500股指期货主力连续,2017-08-22,6361.4,6336.0,6361.4,6311.2
ICM.CFE,中证500股指期货主力连续,2017-08-23,6330.0,6285.2,6343.0,6245.8
ICM.CFE,中证500股指期货主力连续,2017-08-24,6295.2,6248.6,6306.0,6238.0
ICM.CFE,中证500股指期货主力连续,2017-08-25,6254.6,6327.2,6354.2,6254.4
ICM.CFE,中证500股指期货主力连续,2017-08-28,6340.4,6417.8,6455.2,6331.4
ICM.CFE,中证500股指期货主力连续,2017-08-29,6418.0,6389.8,6436.0,6368.4
ICM.CFE,中证500股指期货主力连续,2017-08-30,6391.2,6433.6,6459.8,6386.0
ICM.CFE,中证500股指期货主力连续,2017-08-31,6441.4,6464.2,6474.6,6423.0
ICM.CFE,中证500股指期货主力连续,2017-09-01,6474.4,6528.6,6548.0,6444.8
ICM.CFE,中证500股指期货主力连续,2017-09-04,6536.2,6548.6,6561.0,6510.8
ICM.CFE,中证500股指期货主力连续,2017-09-05,6548.8,6569.2,6576.0,6516.4
ICM.CFE,中证500股指期货主力连续,2017-09-06,6554.8,6593.6,6612.0,6544.0
ICM.CFE,中证500股指期货主力连续,2017-09-07,6595.2,6549.4,6616.0,6535.8
ICM.CFE,中证500股指期货主力连续,2017-09-08,6556.6,6553.2,6613.2,6522.0
ICM.CFE,中证500股指期货主力连续,2017-09-11,6562.0,6661.8,6662.2,6556.2
ICM.CFE,中证500股指期货主力连续,2017-09-12,6671.2,6646.6,6727.8,6616.8
ICM.CFE,中证500股指期货主力连续,2017-09-13,6641.4,6681.6,6690.6,6622.4
ICM.CFE,中证500股指期货主力连续,2017-09-14,6689.0,6681.4,6714.0,6652.4
ICM.CFE,中证500股指期货主力连续,2017-09-15,6675.8,6629.2,6676.0,6605.6
ICM.CFE,中证500股指期货主力连续,2017-09-18,6577.0,6678.4,6678.6,6577.0
ICM.CFE,中证500股指期货主力连续,2017-09-19,6684.8,6600.6,6695.6,6579.2
ICM.CFE,中证500股指期货主力连续,2017-09-20,6606.2,6668.6,6687.0,6589.6
ICM.CFE,中证500股指期货主力连续,2017-09-21,6673.8,6594.6,6678.0,6574.0
ICM.CFE,中证500股指期货主力连续,2017-09-22,6583.4,6532.2,6585.4,6492.6
ICM.CFE,中证500股指期货主力连续,2017-09-25,6536.2,6440.8,6555.2,6433.6
ICM.CFE,中证500股指期货主力连续,2017-09-26,6450.2,6485.0,6499.8,6450.0
ICM.CFE,中证500股指期货主力连续,2017-09-27,6495.8,6560.0,6583.8,6495.0
ICM.CFE,中证500股指期货主力连续,2017-09-28,6559.6,6552.0,6598.0,6515.6
ICM.CFE,中证500股指期货主力连续,2017-09-29,6564.8,6598.2,6620.0,6546.6
ICM.CFE,中证500股指期货主力连续,2017-10-09,6699.0,6684.2,6715.0,6644.4
ICM.CFE,中证500股指期货主力连续,2017-10-10,6690.2,6717.0,6718.4,6656.0
ICM.CFE,中证500股指期货主力连续,2017-10-11,6726.0,6660.8,6729.0,6646.2
ICM.CFE,中证500股指期货主力连续,2017-10-12,6656.8,6650.2,6674.6,6603.4
ICM.CFE,中证500股指期货主力连续,2017-10-13,6661.0,6722.0,6722.6,6655.4
ICM.CFE,中证500股指期货主力连续,2017-10-16,6728.0,6606.6,6728.0,6600.0
ICM.CFE,中证500股指期货主力连续,2017-10-17,6600.0,6591.8,6652.6,6584.4
ICM.CFE,中证500股指期货主力连续,2017-10-18,6598.2,6542.8,6627.8,6531.2
ICM.CFE,中证500股指期货主力连续,2017-10-19,6543.0,6497.0,6566.0,6487.0
ICM.CFE,中证500股指期货主力连续,2017-10-20,6515.8,6548.0,6559.0,6499.0
ICM.CFE,中证500股指期货主力连续,2017-10-23,6536.8,6576.2,6584.6,6520.2
ICM.CFE,中证500股指期货主力连续,2017-10-24,6570.0,6560.8,6574.2,6495.8
ICM.CFE,中证500股指期货主力连续,2017-10-25,6565.0,6599.8,6618.2,6526.0
ICM.CFE,中证500股指期货主力连续,2017-10-26,6599.8,6622.6,6671.4,6570.2
ICM.CFE,中证500股指期货主力连续,2017-10-27,6625.4,6601.4,6638.8,6566.0
ICM.CFE,中证500股指期货主力连续,2017-10-30,6600.0,6468.2,6607.0,6409.0
ICM.CFE,中证500股指期货主力连续,2017-10-31,6468.0,6507.6,6524.8,6446.6
ICM.CFE,中证500股指期货主力连续,2017-11-01,6520.0,6481.0,6563.6,6476.4
ICM.CFE,中证500股指期货主力连续,2017-11-02,6480.4,6440.0,6490.4,6403.0
ICM.CFE,中证500股指期货主力连续,2017-11-03,6440.0,6362.0,6463.0,6320.0
ICM.CFE,中证500股指期货主力连续,2017-11-06,6380.0,6475.0,6481.2,6357.2
ICM.CFE,中证500股指期货主力连续,2017-11-07,6479.8,6514.4,6519.6,6452.4
ICM.CFE,中证500股指期货主力连续,2017-11-08,6515.0,6541.0,6588.0,6504.6
ICM.CFE,中证500股指期货主力连续,2017-11-09,6540.6,6600.4,6602.0,6536.0
ICM.CFE,中证500股指期货主力连续,2017-11-10,6594.8,6619.6,6643.8,6571.6
ICM.CFE,中证500股指期货主力连续,2017-11-13,6627.0,6654.0,6666.4,6601.0
ICM.CFE,中证500股指期货主力连续,2017-11-14,6642.0,6591.2,6658.6,6575.8
ICM.CFE,中证500股指期货主力连续,2017-11-15,6576.2,6527.0,6592.0,6496.0
ICM.CFE,中证500股指期货主力连续,2017-11-16,6531.2,6556.0,6574.8,6513.6
ICM.CFE,中证500股指期货主力连续,2017-11-17,6515.0,6323.6,6519.8,6305.0
ICM.CFE,中证500股指期货主力连续,2017-11-20,6325.2,6389.6,6404.8,6220.0
ICM.CFE,中证500股指期货主力连续,2017-11-21,6389.2,6418.0,6444.6,6348.0
ICM.CFE,中证500股指期货主力连续,2017-11-22,6430.0,6375.2,6478.4,6342.4
ICM.CFE,中证500股指期货主力连续,2017-11-23,6385.2,6208.2,6398.8,6206.6
ICM.CFE,中证500股指期货主力连续,2017-11-24,6208.2,6227.0,6289.2,6200.0
ICM.CFE,中证500股指期货主力连续,2017-11-27,6242.8,6136.0,6263.2,6131.4
ICM.CFE,中证500股指期货主力连续,2017-11-28,6147.4,6262.4,6276.8,6147.4
ICM.CFE,中证500股指期货主力连续,2017-11-29,6255.0,6273.2,6320.0,6176.8
ICM.CFE,中证500股指期货主力连续,2017-11-30,6260.0,6200.0,6290.8,6190.8
ICM.CFE,中证500股指期货主力连续,2017-12-01,6218.8,6279.0,6324.2,6215.0
ICM.CFE,中证500股指期货主力连续,2017-12-04,6279.0,6233.8,6329.0,6217.6
ICM.CFE,中证500股指期货主力连续,2017-12-05,6226.4,6098.0,6247.8,6061.4
ICM.CFE,中证500股指期货主力连续,2017-12-06,6103.0,6132.0,6140.4,6026.0
ICM.CFE,中证500股指期货主力连续,2017-12-07,6129.0,6085.6,6169.8,6082.4
ICM.CFE,中证500股指期货主力连续,2017-12-08,6088.6,6174.0,6214.8,6088.6
ICM.CFE,中证500股指期货主力连续,2017-12-11,6198.2,6270.6,6273.0,6198.2
ICM.CFE,中证500股指期货主力连续,2017-12-12,6260.0,6226.8,6281.8,6217.2
ICM.CFE,中证500股指期货主力连续,2017-12-13,6233.0,6273.8,6274.6,6201.6
ICM.CFE,中证500股指期货主力连续,2017-12-14,6278.0,6284.0,6295.8,6236.0
ICM.CFE,中证500股指期货主力连续,2017-12-15,6277.0,6233.6,6294.8,6207.2
ICM.CFE,中证500股指期货主力连续,2017-12-18,6216.0,6161.8,6227.6,6135.2
ICM.CFE,中证500股指期货主力连续,2017-12-19,6177.6,6234.0,6246.6,6170.6
ICM.CFE,中证500股指期货主力连续,2017-12-20,6230.4,6158.4,6238.6,6150.0
ICM.CFE,中证500股指期货主力连续,2017-12-21,6160.0,6227.0,6269.0,6107.2
ICM.CFE,中证500股指期货主力连续,2017-12-22,6234.0,6243.2,6276.6,6223.2
ICM.CFE,中证500股指期货主力连续,2017-12-25,6245.4,6162.0,6265.6,6142.6
ICM.CFE,中证500股指期货主力连续,2017-12-26,6163.0,6219.4,6234.6,6132.2
ICM.CFE,中证500股指期货主力连续,2017-12-27,6230.0,6156.2,6233.8,6147.8
ICM.CFE,中证500股指期货主力连续,2017-12-28,6145.0,6206.0,6242.8,6145.0
ICM.CFE,中证500股指期货主力连续,2017-12-29,6206.0,6280.8,6305.0,6205.2
ICM.CFE,中证500股指期货主力连续,2018-01-02,6293.0,6345.0,6355.0,6266.6
ICM.CFE,中证500股指期货主力连续,2018-01-03,6350.0,6388.2,6411.4,6336.4
ICM.CFE,中证500股指期货主力连续,2018-01-04,6375.0,6406.8,6414.8,6375.0
ICM.CFE,中证500股指期货主力连续,2018-01-05,6407.2,6400.8,6429.2,6383.6
ICM.CFE,中证500股指期货主力连续,2018-01-08,6400.8,6433.0,6443.6,6378.6
ICM.CFE,中证500股指期货主力连续,2018-01-09,6433.0,6435.0,6437.6,6402.2
ICM.CFE,中证500股指期货主力连续,2018-01-10,6427.0,6406.6,6436.2,6360.0
ICM.CFE,中证500股指期货主力连续,2018-01-11,6384.8,6423.2,6443.0,6372.2
ICM.CFE,中证500股指期货主力连续,2018-01-12,6419.8,6401.2,6428.2,6372.8
