,10107,11308,11850,12490,14541,14593
19881103,47.25,43.625,44.625,122.25,46,37.125
19881104,46.5,43.25,44.625,120.25,45,37.75
19881107,46.75,42.5,43.875,119.125,45,37.5
19881108,48.625,42.75,44.25,119.75,45.375,38.5
19881109,49.75,42.25,44.25,119.875,44.875,39.25
19881110,49,42.25,44.125,119.75,45,39.5
19881111,47.625,41.625,42.75,116.625,43.75,38.5
19881114,48.5,41.625,42.875,117.125,43.625,38.875
19881115,47,42.25,42.875,117.5,43.75,39
19881116,46.25,41.375,41,115.5,43.375,38
19881117,46,41.5,41.5,115.5,43.875,38.25
19881118,46.625,42,42.125,115.75,43.875,38
19881121,46,42.125,42.125,115.625,43.5,36.625
19881122,46,42.375,42.625,117,44.5,36.125
19881123,46.875,43,42,118,44.25,36.875
19881125,46.375,41.75,42,116,45.25,36.5
19881128,47,42,42.5,118.875,45.25,36.5
19881129,47.5,43,43,119.375,45.625,36.75
19881130,47.25,43.375,43.25,118.5,45.75,37.625
19881201,49,42.625,43,118.25,45.375,38.75
19881202,49.75,43,42.375,119.25,44.75,39.25
19881205,49.5,43.75,42.875,120.875,44.625,39.5
19881206,49.75,44.375,44.375,122.125,45.25,39.5
19881207,49.25,44.25,44.375,121,45.875,39.375
19881208,49,44,44.25,119.375,45.875,39.125
19881209,49,44.25,44.625,120.375,45.875,39.125
19881212,47.375,44,44.625,120.5,46,38.5
19881213,47.75,44.5,45.5,120.75,45.75,38.75
19881214,48.375,44,45,120.5,46,39.75
19881215,49,44.125,45,121,45.875,39.5
19881216,49.75,44.25,45.5,121.25,46.125,40.125
19881219,50.75,45,46.125,122.75,46.625,40.75
19881220,51.25,44.5,45.5,123.25,46.875,41
19881221,52.25,44.375,45.375,123,46.875,41.75
19881222,52,44.375,45,122.5,47,41
19881223,52,44.75,45,123.375,47.125,41.125
19881227,51.75,44.5,45,123.125,46.75,40.5
19881228,52.25,44.5,45.125,122.5,46.375,40.25
19881229,53.25,44.625,44.75,123.25,46.375,40.5
19881230,53.25,44.625,44,121.875,45.75,40.25
19890103,53.625,43.5,43.25,121.875,45.75,40.375
19890104,54.25,44.625,44,122.5,46.375,42
19890105,53.375,45.375,44.375,122.25,47.125,42.25
19890106,53,45,44.5,121.5,47.25,42.625
19890109,52.75,45,44.375,122,47.375,43
19890110,52,44.5,44,121.125,47.375,42.625
19890111,52.5,44.5,44.5,122.25,48,42.125
19890112,52.5,44.75,44.5,123.125,48.5,42.75
19890113,53,44.5,44.5,123.375,48.375,43.25
19890116,53.125,44.5,44.75,124.25,48.25,43.75
19890117,51.5,44.5,44.75,123.75,48.5,40.375
19890118,51.5,44.875,45.125,125,49.125,39.75
19890119,53.5,45,45,124.25,48.875,40.5
19890120,54.125,45,45,123.625,49.25,41
19890123,53,44.875,44.75,122.375,48.875,41
19890124,52.75,45.25,45.25,124.25,48.5,41.625
19890125,53,45.375,45,123.25,48,41.5
19890126,54.25,45.75,45.625,126,49.375,41.75
19890127,55.375,46,45.875,126.875,49.75,37.625
19890130,58.5,46.375,46,128.75,49.875,37.375
19890131,59.625,46.75,46.375,130.625,49.625,37.75
19890201,59.25,46.875,46,129.625,49,39.25
19890202,60.875,46.875,45.875,128.375,48.5,39.75
19890203,61,47,46,127.75,48.875,39.25
19890206,60.5,47.5,45.125,126.625,49.125,38.5
19890207,62.125,48,45.625,127.625,49.875,39
19890208,62.5,48.25,45.25,127,49.375,38.25
19890209,63.75,47.75,45.375,126.375,48.625,38.25
19890210,61.875,46.875,44.5,125,47.75,37.25
19890213,61.25,47,44.875,126,47.875,37
19890214,60.25,46.75,44.25,124.75,47.75,35.75
19890215,62.25,47.625,45,127,47.875,36.25
19890216,62.75,48,44.875,125.875,48.5,36.375
19890217,62.5,49,44.75,125.25,49.375,36.75
19890221,61.75,48,44.5,125.5,49.625,37.5
19890222,60,46.875,43.875,123.375,48.625,36.75
19890223,60.375,47.25,44.25,123.375,49.125,36.75
19890224,58.75,46.5,43.375,121.125,48.125,36
19890227,59.75,46.875,43.75,121.625,48.375,36.5
19890228,59.5,47.75,43.875,121.5,48.5,36.25
19890301,59.25,48,43.5,119.875,48.75,36
19890302,60.75,48.375,44.125,120.5,49.75,35
19890303,61.75,48.625,44.25,120.875,50.5,34.75
19890306,62,49.25,45.5,121.5,51.875,35.5
19890307,53.5,49,44.875,119.875,52.25,35.75
19890308,52.5,49.75,44.75,119.625,51.625,35.25
19890309,51.75,49,45,118.625,51.75,34.5
19890310,51.75,48.75,44.5,118.25,51.75,35
19890313,52.75,50,44.875,118.875,52.75,35
19890314,52.75,50.25,45,117.875,53,35.25
19890315,50.25,51.5,45.5,117,54.375,35
19890316,51.25,51.75,46.125,118.125,55,35.25
19890317,46.5,50.75,45.125,112.5,54.5,34.875
19890320,46.5,49.875,44.5,109.5,53.375,34.875
19890321,49.875,50,44.625,110.125,52.875,34.875
19890322,49,50.75,44.875,109.25,52.125,33.75
19890323,50.25,50.25,44.5,109.625,51.75,34.375
19890327,49.75,50.625,44.5,110.125,52.125,33.75
19890328,49.75,50.75,44.125,110,51.875,34
19890329,49.5,50.875,43.625,109.625,52,34.25
19890330,49.875,50.625,43.5,108.75,51.75,34.75
19890331,49.875,51.25,43.875,109.125,52.75,35.625
19890403,50.25,51.875,43.25,108.5,52.625,35
19890404,50,52.75,43.25,107.125,52.75,34.5
19890405,50.375,52.875,43.5,107.75,53.875,35
19890406,51.25,53,43,108,53.5,36
19890407,51.25,53.375,42.75,109.75,53.125,37.375
19890410,51.375,53,42,110,53,37
19890411,51.375,52.875,41.75,111.125,53.25,37.75
19890412,48.125,51.875,42,111.125,53,38.5
19890413,48.75,50.625,42,109.25,52.5,38.5
19890414,50.75,52,42,110.875,52.625,38.75
19890417,51.5,52,42.125,111.375,53,39.25
19890418,53.25,53,43.25,113,54.375,40.125
19890419,54.875,52.75,43.5,112.375,55.375,40.875
19890420,56,52.25,43.875,112.375,55.625,40.75
19890421,55.25,53,44.625,113.5,56.875,40.125
19890424,55.125,53.375,44.5,113.5,55.625,40.125
19890425,54.75,53.5,43.875,114.5,54,40
19890426,54,53.625,43.125,114.5,53.625,39.75
19890427,54.75,53.875,43.25,114.625,54.25,39.375
19890428,55.875,54.25,43.125,114,54.25,39
19890501,54.625,54.75,42.875,113.375,53.625,39
19890502,54,55.375,42.5,112.375,52.75,39.875
19890503,54,54.875,42.5,111.5,52.625,40.25
19890504,52.5,54.375,42.375,110.625,52.625,41
19890505,52,54.25,42.25,109.375,52.5,41.5
19890508,51.5,54.875,42.375,109.5,52.375,42.25
19890509,53,55,42.125,109.75,52.125,42.5
19890510,54,54.5,42.125,109.625,51.75,43.25
19890511,54,54.125,42,109.125,51.75,43.875
19890512,54.25,56.375,43.125,110.75,52.5,44.75
19890515,54.75,56.375,43,112.75,52.75,46
19890516,56.25,56.75,42.875,111.375,53.25,45.375
19890517,57.375,57.5,42.875,111.5,53,45.25
19890518,58.25,58.25,43.25,112,53,44.75
19890519,58.25,59.25,43.875,111.125,54.375,45.75
19890522,59.25,59.75,44.25,109.875,54.625,46
19890523,56.625,57.5,43.625,109.5,55,45.5
19890524,57.5,57.75,43.875,109.75,55.875,47.75
19890525,57.5,58,43.625,109.625,56,48.25
19890526,58.875,58.375,43.75,109.5,56,48.5
19890530,59,57,42.875,108.25,55.125,47.5
19890531,60.5,57.75,43.125,109.625,55.25,47.75
19890601,60,58,43.125,110,55.125,48.75
19890602,58.25,59.375,43.625,110.125,55.5,49
19890605,56.75,58.125,43.5,109,54.375,47
19890606,58.5,57.5,44,109.625,55.125,46.75
19890607,59.75,58,44.25,109.5,54.875,48.25
19890608,59.75,57.5,43.75,109.25,53.375,47.625
19890609,59.75,57.25,43.875,108.375,53,47
19890612,59,56.875,44.25,108.875,53.5,47.5
19890613,57.25,56.125,44.375,111,53.5,48.5
19890614,57.75,56.125,44.5,110.375,53.5,49.625
19890615,56.75,55.5,43.75,109.375,52.5,47.5
19890616,56.75,56.125,44.125,109.5,52.625,44.5
19890619,56.5,56.375,44.5,110.375,52.25,44
19890620,54.5,56.5,44.75,109.5,52.125,43
19890621,55,56.25,44.625,109.75,51.625,42.5
19890622,55.5,57.25,44,109.125,51.75,43.25
19890623,55.375,59.875,44.625,110.875,52.75,43.875
19890626,54.75,58.875,45.25,112,52.875,43.5
19890627,53.875,59.125,45.75,114.375,55.375,42.625
19890628,52.75,58.5,45.125,113.875,55.125,41.75
19890629,52,57.25,44.5,111.5,54.375,40.625
19890630,53,56.375,44,111.875,54,41.25
19890703,54.25,56.75,44,112.25,54.625,40.75
19890705,55.25,57,44.125,112,54.875,40.5
19890706,52.75,56.875,44,111.625,54.875,41.25
19890707,53.5,58.375,44.25,112.125,55.375,41.25
19890710,54.875,58.5,44.375,114.625,55.75,40.5
19890711,53.5,59.125,44.375,113.875,56.25,39.75
19890712,53.25,59,45,114.75,56.125,40
19890713,53,58.25,45,114.875,55.875,40.625
19890714,52.75,58.625,45.625,114.75,56.5,40.75
19890717,53.25,59.125,45.625,116,56.125,40.75
19890718,53.5,59.5,45.25,114.75,55.875,39.25
19890719,54.125,60.25,46.125,114.375,56.375,40.5
19890720,53.5,60.625,45.75,112.75,55.875,40
19890721,55.25,62,46.75,114.125,56,40
19890724,55.25,61.75,45.125,113.5,55.5,39.25
19890725,52,62.5,44,112.75,54.625,38.75
19890726,52.75,63.625,44.5,112.5,55,38.25
19890727,53.75,64.125,45,113,54.5,39.25
19890728,54.25,63.5,44.875,113.375,54.25,39.375
19890731,54.75,68,45.75,115,54.5,39.75
19890801,54.25,66.75,44.875,114.625,54,39.875
19890802,54.25,67.5,44.75,114,54.5,40.5
19890803,55,67.125,44.75,113.75,54.625,41.25
19890804,57,65.875,45.375,115.5,54.625,42.75
19890807,57.75,66.75,46,117.375,55.625,43.75
19890808,59,67.5,44.875,118.25,55.75,44.125
19890809,58.75,66.625,44.125,117.125,54.75,44
19890810,58.5,66.75,44.25,117.5,54.875,43.25
19890811,57.75,64.875,43.625,115.5,54.625,41.875
19890814,57,65.375,44.25,116.125,54.75,40.75
19890815,57.5,66.125,45.125,116.25,55,41.375
19890816,55.875,66.875,44.375,115.5,55,40.375
19890817,56.5,66.375,43.75,114.75,54.75,41
19890818,57.5,66.5,43.75,115,55,42.25
19890821,56.125,64.75,43.25,113,54.25,42.25
19890822,58.375,65.375,43.5,113.625,54.125,42.875
19890823,59.25,66.375,43.875,114,54.5,43.75
19890824,59,68.125,44.25,116,55.625,44.125
19890825,58.875,67.125,43.875,116.125,55.625,44.75
19890828,59.125,67.5,44,118,56.625,44.75
19890829,58.5,67.25,43.75,116.375,55.625,44.125
19890830,59.25,66.625,43.875,116.875,55.75,44.5
19890831,58.75,66.5,43.75,117.125,56.25,44.5
19890901,59.875,67.25,44,117.375,57,44.625
19890905,60,65.625,43.875,117.75,57.875,44.75
19890906,59.25,64.75,43.875,116.75,57.625,44.75
19890907,58.25,64.75,44.25,116.25,59.125,44.75
19890908,59,63.75,44.375,116,59,45
19890911,59.375,63,44.625,116.25,58.625,45.75
19890912,60.25,63.5,45.375,116.875,59.25,46
19890913,62.25,62.25,44.5,115.375,58.875,45
19890914,63.75,63.625,44.625,115.75,57.75,44.75
19890915,62.75,63.125,44.875,115.5,57.875,45
19890918,63.5,62.875,44.875,116.125,59,44
19890919,62.5,62.625,45.125,116,59.125,43.25
19890920,65,62.5,45,116,58.75,44.625
19890921,65.5,61.375,45,116.125,58.625,44.75
19890922,66,62.375,45.375,116.5,59,44.875
19890925,67,63,44.75,116.25,58.375,45.25
19890926,67.25,64.125,44.5,117.5,58.375,45.25
19890927,66.625,64.625,44.625,111.5,57.875,44.75
19890928,68,67.5,44.625,109,58.125,45.5
19890929,68.5,67,44.75,109.25,61,44.5
19891002,69.625,68.5,45.125,108.625,60.125,44.375
19891003,69,70.25,45.25,106,61.875,43.625
19891004,75.5,70.5,44.875,108.25,62.875,44.25
19891005,79.25,70.125,44.75,107.5,64.75,45.5
19891006,79.75,70.625,45.375,107.5,66,48.125
19891009,81.75,70.125,45.625,109.25,65,49.5
19891010,81.25,70.625,45.75,108.25,65.75,49.5
19891011,80,70.375,46.125,107.75,67,48.875
19891012,78.5,69.5,46.375,107.625,65.875,48.75
19891013,73.5,64.75,44.25,102,59.875,45.75
19891016,75.75,66.75,45.375,103,63.875,46.75
19891017,78.625,66.75,45.5,102.25,64,47.25
19891018,80.5,68,45.625,101.75,65,48.25
19891019,84.25,70.375,45.75,104.125,66.25,48.75
19891020,85.25,70.75,46.125,104.25,66.875,48
19891023,83.125,72.125,45.75,103.5,64.875,46.75
19891024,80.875,71.875,45.5,103,64.875,47.625
19891025,79.75,72.5,45.5,101.875,66.625,46.5
19891026,77.75,71.125,44.875,100.75,65.75,45.25
19891027,77,70.5,45.75,99.875,66.375,45.25
19891030,79.625,70.75,45.125,99.5,67.25,45.75
19891031,81.75,72.375,46,100.25,68.25,46.5
19891101,82.125,72.75,45.75,100,68.375,46.125
19891102,76.25,72.375,46,97.875,68,44
19891103,78.25,71.75,46,98.5,68.625,43.25
19891106,77.25,70.875,46.125,96.625,64.625,43.25
19891107,81,72.25,45.875,97.375,64.625,44
19891108,83.25,74.5,46,96.75,63,45
19891109,83.75,73.75,45.125,97.375,61.5,46
19891110,84.5,74,45.125,98.125,62.125,46.75
19891113,88.125,73.75,45.75,98.25,62.5,46.5
19891114,86.5,73.25,45.875,98,61.625,44.75
19891115,88.5,74,45.75,97.875,63.625,44.25
19891116,87.5,75.125,45.5,97.125,64.125,44.75
19891117,86.875,75.625,46.25,99.125,63.875,44.75
19891120,86.5,75.5,45.75,98.75,62.75,45.25
19891121,88.125,77,45.75,99.5,63.25,45.25
19891122,88.25,77.625,45.875,100.125,64.5,44.75
19891124,87.625,78.375,45.875,100.375,65,44.75
19891127,86.75,77.625,46.875,99.375,68.25,44
19891128,87,77.375,47.875,98.875,67.75,44.125
19891129,85.5,75.875,47,97.75,68.375,44
19891130,87,77.25,47.25,97.625,68.625,44.25
19891201,85,78.875,48.375,97.125,70.375,44
19891204,86.25,78.75,48.125,99.25,70.875,45.25
19891205,86.75,77.5,47.875,99.625,70.75,45
19891206,85.25,77.375,48.125,98.625,72,42.75
19891207,85.5,76.875,48.625,98,66.75,42.75
19891208,84.75,78,49,96.875,66.875,41.75
19891211,83,78.75,49.75,96.125,66.875,39.25
19891212,82.5,79.5,51.25,97,68.125,36
19891213,80,80.25,50.75,95.875,67.75,36
19891214,78,79.875,49.625,95.125,68.25,34.875
19891215,77,80.125,50.125,95,67.75,33.75
19891218,78.25,79.25,50.25,93.625,67.875,34.75
19891219,80.375,78.5,50.25,94.75,67.625,35
19891220,82.75,76.25,50.625,94.625,67,35.75
19891221,83.5,74,50.875,95.125,67.5,36.25
19891222,85.75,75.875,50.625,95.375,67.75,36.5
19891226,85.5,75.5,50.125,94.5,67.125,35.5
19891227,86.25,76.375,50.5,94.75,67.375,35.125
19891228,85.25,76.75,50.125,94.125,67,34.625
19891229,87,77.25,50,94.125,67.75,35.25
19900102,88.75,78,50,98,69.125,37.25
19900103,89.25,76.875,49.5,98.875,68,37.5
19900104,91.875,76.5,49,100,67.125,37.625
19900105,89.625,75.875,48.75,99.75,66.125,37.75
19900108,91,77.5,49.5,100.375,66.75,38
19900109,90.75,76.875,48.5,99.375,66.25,37.625
19900110,88.25,76.375,48.75,99,66.25,36
19900111,86.5,76.375,49,99.875,66.375,34.5
19900112,86.125,73.625,47.75,97.875,64.25,34.5
19900115,86.125,72.375,48.375,98.125,64.625,34.25
19900116,88.75,73,48.125,100.125,65.875,34.875
19900117,87.5,72.5,47.375,98.875,65.5,33.25
19900118,95,72.125,48,99.5,66,32.375
19900119,94.125,72.625,48.625,98.625,67,34.25
19900122,90.75,70.5,47,96.625,64.375,33.25
19900123,89.75,71,47.125,96.75,65.5,33.75
19900124,90.75,70.625,47,97.5,65.375,34
19900125,90.75,68.75,46,95.875,64.625,34.125
19900126,90.75,67.5,46.75,96.875,64.375,32.75
19900129,91.5,68.25,47,97.25,64.375,33.25
19900130,91.25,66.25,47,97.25,65.125,34
19900131,92.5,68.875,47,98.625,66.875,34
19900201,93.75,68.75,47,97.75,66.625,33.625
19900202,93.75,69.375,47.875,98.375,67.125,34.25
19900205,94.25,69.125,48,99.625,67.5,35
19900206,94,68.75,47.25,101,67.125,34.75
19900207,93.25,69.5,48,103.125,67.875,33.25
19900208,94.25,69.375,48.125,102.75,70.25,33
19900209,94.5,69,48.25,102.5,69.125,34.25
19900212,94.75,68.5,47.125,101.125,67.75,34
19900213,94.75,67,47.25,103.25,68.375,34.5
19900214,95,67.125,47,103.75,69.625,34.25
19900215,97,69.5,48.5,103.75,69.5,34.25
19900216,98,68.5,48,103.5,69.875,33.75
19900220,100.25,68.5,47.375,102.875,69.25,33.5
19900221,96.125,68.5,47.625,104.875,68.5,34
19900222,96.375,67.75,47.125,103.25,68,33
19900223,97.5,68,47.125,102.625,66.875,33.25
19900226,99.25,69.25,48.25,104,68.375,34
19900227,98,69.875,48.375,103.75,67.5,33.5
19900228,98.75,70.5,47,103.875,67.125,34
19900301,100,70.75,46.5,104,67.875,34.25
19900302,103.75,70.25,46.75,104.875,68.25,33.75
19900305,105.25,70.25,46.25,105,67.625,34.5
19900306,104.5,71.5,47.125,105.75,68.5,35.25
19900307,102.75,71.375,46.5,105.5,68.75,35.375
19900308,106.25,72.375,46.75,107,68.875,36.75
19900309,106.5,72,46.375,106.5,68.375,36.875
19900312,108.25,72.125,46.5,107.75,68.625,36.625
19900313,106.25,71.875,45.625,106.25,68,36.875
19900314,107.25,72.375,46.5,106.25,69,36.75
19900315,111,72.25,46.875,107,68.5,36.75
19900316,114,73.25,47.5,108.625,70.125,40.25
19900319,116.5,75.375,47.5,109,69.25,42.375
19900320,113,74.5,46.75,108,68,41.375
19900321,113.25,74,46.25,107.25,67.5,41.625
19900322,111.25,72.5,46,106.5,67.375,40.75
19900323,110.25,74.125,46.125,105,67.25,42.25
19900326,111.5,74.375,45.75,104.125,66.5,42.25
19900327,112.5,75.375,46.625,104.5,66.75,42
19900328,111,75.875,46.25,105.875,67.375,41.25
19900329,110.5,75.5,46.125,106,67.625,41.125
19900330,110.75,74.75,46.125,106.125,67.5,40.25
19900402,111.5,76,46.25,105.875,67,40.25
19900403,116,77.25,47.125,106.625,67.875,41.75
19900404,117,77.375,46.5,106.5,67.75,41.25
19900405,114.5,77.5,46.25,106.125,68.125,40.25
19900406,114.25,77.875,46.125,105.875,67.875,39.875
19900409,114.5,79.25,46,105.5,67.875,41.125
19900410,118,80.125,46,105.875,67.625,41.25
19900411,121,80,45.625,106.375,65.875,42.5
19900412,120.75,80.5,45.75,107.125,66.75,43.25
19900416,60.75,80.375,45.625,110.875,67.125,43.75
19900417,62,80.25,45.75,111.125,66.75,43.25
19900418,60.625,79.25,45.5,109.875,65.5,43.25
19900419,59.5,77.375,46,109.125,65.5,40.25
19900420,59.25,76.625,46.375,109.375,64.875,40.25
19900423,59,76.875,45.75,109.375,63.875,39.75
19900424,58,77,45.25,108.875,64.75,38.75
19900425,58,77,45.25,109.375,65.375,38.75
19900426,57.375,77,45.625,108.75,65.375,38.875
19900427,56.25,75.25,45,107.375,65.125,39.125
19900430,58,76.25,45.25,109,65.875,39.375
19900501,57.125,76.75,45.125,108,65.5,39.625
19900502,58.25,77.375,45.875,109.125,66.125,39.75
19900503,59,78,46.375,109.25,66.75,40
19900504,61.75,78.25,46.5,110.5,67.125,40
19900507,64,78.75,46.5,110.5,67.375,41.5
19900508,62.75,79.625,45.75,110.75,68,41.75
19900509,62.75,79.875,46,111.25,67.875,41.875
19900510,64.5,80,46.625,112.375,67.5,41.375
19900511,65.5,83.25,47.875,114,68.5,42.625
19900514,65.75,42,48,114.25,70.25,41.75
19900515,64.75,41.875,47.5,115.625,70.25,41.75
19900516,64.75,42.125,47.875,115.375,70.375,41.5
19900517,64.75,42.625,47.875,116.125,70.25,41.5
19900518,68.25,42.5,47.75,115.375,70,39.75
19900521,70.25,43.5,47.875,117,70,39.5
19900522,71.5,43.5,47.875,117.75,70,41.375
19900523,75.875,44.875,47.375,118.75,69.375,42
19900524,76.5,45.375,47.125,118.75,68.25,42
19900525,74.25,43.875,46.5,116.25,67.75,40
19900529,75.25,45.5,47.625,119.75,69.375,41
19900530,75.5,45,47.75,120.875,69.875,41.375
19900531,73,45.125,48,120,70,41.25
19900601,75.125,45.25,47.75,119.5,69.5,40.75
19900604,77,46.5,48.25,120.375,70.375,40.75
19900605,73.375,46,48.25,120.75,70.375,39.5
19900606,73,45.375,47.875,120.625,69.5,39.5
19900607,72,44.75,47.625,120.625,69.75,39
19900608,73.5,44.25,47,118.75,69.5,38.25
19900611,74.875,44.5,47.875,119.875,70.625,39
19900612,75.875,45.375,48.875,120.25,71.125,40.5
19900613,76.5,45.25,48.125,121.375,70.875,39.75
19900614,75.5,44.875,48.125,120.875,70.5,39.75
19900615,76,45,47.875,120.375,72,39.5
19900618,74.875,44.125,47.5,118.75,71,39.25
19900619,75,44,47.375,118.75,71.625,39.625
19900620,77.625,44.125,47.875,118,70.875,40
19900621,77,44.375,48.625,119.125,70.375,41.875
19900622,75.75,43.375,47.875,116.25,69.75,41.5
19900625,74.5,42.875,47.25,116.625,68.875,41.25
19900626,74.75,43.25,47,116.75,67.75,40.625
19900627,76.25,44.375,48,118,69.75,41.5
19900628,76.5,45,48.25,117.625,69.875,43
19900629,76,44.375,47.875,117.5,70.375,44.75
19900702,73.75,44.625,47.75,118.5,70.5,44
19900703,72,44.875,47.375,117.625,70.375,44
19900705,72.25,44.25,46.75,117.375,69.75,43.5
19900706,73.25,44.75,47.75,118,69.75,44.75
19900709,74.25,44.375,47.375,119,69.625,46.625
19900710,73.75,44,46.75,117.75,69.375,47
19900711,75.5,44.5,47.875,119.125,71,47
19900712,77.5,45,49.25,120,73.875,47.375
19900713,78.375,44.875,48.75,121,74,46.75
19900716,79.25,45.375,48.75,122.375,74.875,45.625
19900717,77.75,47.25,48.625,120.75,75.875,44.25
19900718,76,47.375,48.5,119.875,75.25,44.625
19900719,76.75,47.75,50,120,76.75,41.75
19900720,73.25,47.375,48.625,117.625,77.5,41
19900723,72,46.125,47.875,115.875,76.875,41.5
19900724,69.5,46,50,114.75,78.75,42.125
19900725,71.5,45.75,49.625,114.75,77.75,42.25
19900726,68.75,46,48.875,113.125,77,41.375
19900727,69,45.625,49.25,111.375,77.25,41.375
19900730,68,45.75,50.75,112.125,79,42.375
19900731,66.5,45.375,51.875,111.5,79.375,42
19900801,66.75,45.375,52.125,111.625,78.75,42.375
19900802,66,44.125,53.25,109.75,80.375,43.5
19900803,63.25,43.625,53.125,108.125,78.75,41.25
19900806,60.5,41.5,54.25,103.875,79.375,39.5
19900807,61.25,42.375,53.375,103,78.625,39.5
19900808,63.5,44,51.75,103.125,76.875,40.125
19900809,65.125,44.75,51.875,103.25,76.875,39.5
19900810,64.5,43.75,51.625,102,78,38.75
19900813,65,44.5,52.375,103.75,78.125,39.875
19900814,64.25,44.5,52.25,104.375,77.875,39.75
19900815,64.25,44.625,52,105,77.625,39.25
19900816,61.75,43.125,51.75,103.75,77.5,38.5
19900817,60.25,42,52.125,101.375,78.625,36.5
19900820,55.5,42.25,52.75,102.25,80,36.75
19900821,54.25,41.375,51.875,100.5,78.25,36.25
19900822,53.75,39.5,51.375,99,78.625,35.125
19900823,51.75,37.625,49.625,96.875,75.625,34.5
19900824,57.25,39,48.875,100.375,74.25,35.5
19900827,60.75,41.625,49.625,104.375,74.5,37.75
19900828,62.875,41.75,50.125,103.625,75.625,38.125
19900829,60.5,42.75,49.875,103.875,76.75,37.25
19900830,60,41.25,48.875,101.75,75.25,36.25
19900831,61.5,42.25,50,101.875,75.875,37
19900904,62.25,42.75,50.125,102.5,75.875,37
19900905,59,42.5,50.875,102.375,77.625,36
19900906,57.5,41.125,50.375,102.375,77.75,35.75
19900907,57.75,42.125,50.875,105.5,78,36.375
19900910,55.75,42.25,50.375,105.875,76.75,35.75
19900911,55.5,42,50.875,107.5,76.125,34
19900912,57.375,42.125,51.375,107.875,77.125,34
19900913,57.5,41.25,50.75,105,76,33.75
19900914,59.75,40.75,51.375,104.375,75.875,34
19900917,60.75,40.5,51.625,105.125,77.625,33.75
19900918,61.75,41.25,51.25,107.25,77.625,33.375
19900919,62,39.75,51.25,108.375,76.875,32.5
19900920,59.75,38.75,51.125,107.875,76.875,31.625
19900921,60.5,39.125,51.25,106.75,77.875,31.5
19900924,58.5,38.375,50.5,105,77.625,30.25
19900925,60.375,39.125,50.5,106.375,77.125,30
19900926,60.25,38.75,49.875,105.375,76,29.75
19900927,59.25,38.875,49.625,104.375,74.375,28.25
19900928,63,39.5,49,106.375,74,29
19901001,67.125,41.625,49.625,109,73.625,30.5
