"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","涨跌(元)","涨跌幅(%)","前收盘价(元)"
"002657.SZ","中科金财","2012-02-28","40.0000","40.0600","42.0000","39.1700","18.0600","82.0909","22.0000"
"002657.SZ","中科金财","2012-02-29","38.0000","36.0500","38.4400","36.0500","-4.0100","-10.0100","40.0600"
"002657.SZ","中科金财","2012-03-01","34.8000","36.1100","36.5500","34.7900","0.0600","0.1664","36.0500"
"002657.SZ","中科金财","2012-03-02","36.1800","39.0700","39.4900","35.8700","2.9600","8.1972","36.1100"
"002657.SZ","中科金财","2012-03-05","38.8000","40.2200","40.9800","38.5800","1.1500","2.9434","39.0700"
"002657.SZ","中科金财","2012-03-06","39.9100","39.0000","40.2400","38.7000","-1.2200","-3.0333","40.2200"
"002657.SZ","中科金财","2012-03-07","38.0800","40.0800","41.9400","37.7800","1.0800","2.7692","39.0000"
"002657.SZ","中科金财","2012-03-08","39.7600","40.2500","41.7000","39.7600","0.1700","0.4241","40.0800"
"002657.SZ","中科金财","2012-03-09","39.9000","42.8700","44.1800","39.6000","2.6200","6.5093","40.2500"
"002657.SZ","中科金财","2012-03-12","42.9500","42.6000","43.3500","42.0000","-0.2700","-0.6298","42.8700"
"002657.SZ","中科金财","2012-03-13","43.1700","43.0100","44.7700","42.5100","0.4100","0.9624","42.6000"
"002657.SZ","中科金财","2012-03-14","42.9900","40.1400","43.4300","39.5100","-2.8700","-6.6729","43.0100"
"002657.SZ","中科金财","2012-03-15","40.1900","40.7800","41.7500","39.6900","0.6400","1.5944","40.1400"
"002657.SZ","中科金财","2012-03-16","40.6000","39.4500","40.9600","37.0200","-1.3300","-3.2614","40.7800"
"002657.SZ","中科金财","2012-03-19","38.9500","39.0700","39.7400","38.1100","-0.3800","-0.9632","39.4500"
"002657.SZ","中科金财","2012-03-20","39.2400","38.8000","40.2000","38.6000","-0.2700","-0.6911","39.0700"
"002657.SZ","中科金财","2012-03-21","38.7100","37.3800","39.2000","36.0000","-1.4200","-3.6598","38.8000"
"002657.SZ","中科金财","2012-03-22","36.8700","36.9100","37.6200","36.4200","-0.4700","-1.2574","37.3800"
"002657.SZ","中科金财","2012-03-23","36.8500","36.9800","37.2900","36.4500","0.0700","0.1896","36.9100"
"002657.SZ","中科金财","2012-03-26","37.1000","36.4300","37.2700","35.8900","-0.5500","-1.4873","36.9800"
"002657.SZ","中科金财","2012-03-27","36.6500","36.8900","37.2800","36.4300","0.4600","1.2627","36.4300"
"002657.SZ","中科金财","2012-03-28","36.8800","34.5000","36.8800","34.0100","-2.3900","-6.4787","36.8900"
"002657.SZ","中科金财","2012-03-29","33.3300","31.4900","33.8000","31.0500","-3.0100","-8.7246","34.5000"
"002657.SZ","中科金财","2012-03-30","31.5000","30.3400","31.7500","30.0000","-1.1500","-3.6520","31.4900"
"002657.SZ","中科金财","2012-04-05","30.2600","31.2100","31.2300","29.6300","0.8700","2.8675","30.3400"
"002657.SZ","中科金财","2012-04-06","30.9000","31.7100","32.1400","30.6200","0.5000","1.6021","31.2100"
"002657.SZ","中科金财","2012-04-09","31.7400","31.4200","32.5900","31.3000","-0.2900","-0.9145","31.7100"
"002657.SZ","中科金财","2012-04-10","31.4200","31.4200","31.4200","31.4200","","","31.4200"
"002657.SZ","中科金财","2012-04-11","32.4800","34.1500","34.5600","32.4200","2.7300","8.6887","31.4200"
"002657.SZ","中科金财","2012-04-12","33.2900","33.7900","33.9800","32.9900","-0.3600","-1.0542","34.1500"
"002657.SZ","中科金财","2012-04-13","33.6500","33.3700","34.1800","32.9600","-0.4200","-1.2430","33.7900"
"002657.SZ","中科金财","2012-04-16","33.0000","32.7200","33.0900","32.5200","-0.6500","-1.9479","33.3700"
"002657.SZ","中科金财","2012-04-17","32.6100","32.2500","33.1800","32.0100","-0.4700","-1.4364","32.7200"
"002657.SZ","中科金财","2012-04-18","32.3700","33.2000","33.3300","32.3000","0.9500","2.9457","32.2500"
"002657.SZ","中科金财","2012-04-19","33.4400","33.2700","33.9900","33.1000","0.0700","0.2108","33.2000"
