"´úÂë","¼ò³Æ","Ê±¼ä","¿ªÅÌ¼Û(Ôª)","ÊÕÅÌ¼Û(Ôª)","×î¸ß¼Û(Ôª)","×îµÍ¼Û(Ôª)","ÕÇµø(Ôª)","ÕÇµø·ù(%)","Ç°ÊÕÅÌ¼Û(Ôª)"
"002561.SZ","Ðì¼Ò»ã","2014-04-17","11.8616","11.7632","11.9928","11.7523","-0.0984","-0.8295","11.8616"
"002561.SZ","Ðì¼Ò»ã","2014-04-18","11.8070","12.0912","12.1131","11.7086","0.3280","2.7881","11.7632"
"002561.SZ","Ðì¼Ò»ã","2014-04-21","12.0256","11.9054","12.2333","11.8835","-0.1859","-1.5371","12.0912"
"002561.SZ","Ðì¼Ò»ã","2014-04-22","11.8616","12.0584","12.0693","11.8070","0.1531","1.2856","11.9054"
"002561.SZ","Ðì¼Ò»ã","2014-04-23","11.9819","11.8944","12.1677","11.8179","-0.1640","-1.3599","12.0584"
"002561.SZ","Ðì¼Ò»ã","2014-04-24","11.8944","11.4243","11.9163","11.3587","-0.4701","-3.9522","11.8944"
"002561.SZ","Ðì¼Ò»ã","2014-04-25","11.4571","11.1292","11.4790","11.1182","-0.2952","-2.5837","11.4243"
"002561.SZ","Ðì¼Ò»ã","2014-04-28","11.0198","11.0964","11.2604","11.0198","-0.0328","-0.2947","11.1292"
"002561.SZ","Ðì¼Ò»ã","2014-04-29","11.2777","11.4704","11.4817","11.1077","0.3740","3.3708","11.0964"
"002561.SZ","Ðì¼Ò»ã","2014-04-30","11.4477","11.6064","11.6631","11.4251","0.1360","1.1858","11.4704"
"002561.SZ","Ðì¼Ò»ã","2014-05-05","11.5837","11.6518","11.6518","11.4477","0.0453","0.3906","11.6064"
"002561.SZ","Ðì¼Ò»ã","2014-05-06","11.6631","11.5837","11.7651","11.5044","-0.0680","-0.5837","11.6518"
"002561.SZ","Ðì¼Ò»ã","2014-05-07","11.5271","11.3117","11.5384","11.2891","-0.2720","-2.3483","11.5837"
"002561.SZ","Ðì¼Ò»ã","2014-05-08","11.2210","11.3004","11.4477","11.1530","-0.0113","-0.1002","11.3117"
"002561.SZ","Ðì¼Ò»ã","2014-05-09","11.3117","11.1984","11.3344","11.1304","-0.1020","-0.9027","11.3004"
"002561.SZ","Ðì¼Ò»ã","2014-05-12","11.4364","11.5497","11.5497","11.2550","0.3514","3.1376","11.1984"
"002561.SZ","Ðì¼Ò»ã","2014-05-13","11.5611","11.5497","11.6064","11.5044","0.0000","0.0000","11.5497"
"002561.SZ","Ðì¼Ò»ã","2014-05-14","11.5384","11.5611","11.5951","11.4477","0.0113","0.0981","11.5497"
"002561.SZ","Ðì¼Ò»ã","2014-05-15","11.5611","11.2210","11.6064","11.1984","-0.3400","-2.9412","11.5611"
"002561.SZ","Ðì¼Ò»ã","2014-05-16","11.2210","11.2550","11.3004","11.0397","0.0340","0.3030","11.2210"
"002561.SZ","Ðì¼Ò»ã","2014-05-19","11.2210","11.1077","11.2210","11.0170","-0.1473","-1.3092","11.2550"
"002561.SZ","Ðì¼Ò»ã","2014-05-20","11.1644","11.1190","11.2891","11.0737","0.0113","0.1020","11.1077"
"002561.SZ","Ðì¼Ò»ã","2014-05-21","11.0964","11.2324","11.2550","10.9830","0.1133","1.0194","11.1190"
"002561.SZ","Ðì¼Ò»ã","2014-05-22","11.2437","11.1870","11.3231","11.1757","-0.0453","-0.4036","11.2324"
"002561.SZ","Ðì¼Ò»ã","2014-05-23","11.1870","11.3911","11.3911","11.1304","0.2040","1.8237","11.1870"
"002561.SZ","Ðì¼Ò»ã","2014-05-26","11.4477","11.4477","11.5044","11.3797","0.0567","0.4975","11.3911"
"002561.SZ","Ðì¼Ò»ã","2014-05-27","11.4477","11.3004","11.4704","11.3004","-0.1473","-1.2871","11.4477"
"002561.SZ","Ðì¼Ò»ã","2014-05-28","11.3231","11.4477","11.4477","11.2550","0.1473","1.3039","11.3004"
"002561.SZ","Ðì¼Ò»ã","2014-05-29","11.4477","11.4704","11.5951","11.3231","0.0227","0.1980","11.4477"
"002561.SZ","Ðì¼Ò»ã","2014-05-30","11.4591","11.3684","11.5157","11.3344","-0.1020","-0.8893","11.4704"
"002561.SZ","Ðì¼Ò»ã","2014-06-03","11.4251","11.3797","11.5157","11.3797","0.0113","0.0997","11.3684"
"002561.SZ","Ðì¼Ò»ã","2014-06-04","11.3911","11.0624","11.3911","11.0510","-0.3174","-2.7888","11.3797"
"002561.SZ","Ðì¼Ò»ã","2014-06-05","11.1417","11.1530","11.1757","11.0510","0.0907","0.8197","11.0624"
"002561.SZ","Ðì¼Ò»ã","2014-06-06","11.1530","11.0397","11.1870","10.9944","-0.1133","-1.0163","11.1530"
"002561.SZ","Ðì¼Ò»ã","2014-06-09","11.0057","11.0510","11.1304","10.9604","0.0113","0.1027","11.0397"
"002561.SZ","Ðì¼Ò»ã","2014-06-10","11.0510","11.1644","11.1644","10.9604","0.1133","1.0256","11.0510"
"002561.SZ","Ðì¼Ò»ã","2014-06-11","11.2097","11.1644","11.2097","11.1304","0.0000","0.0000","11.1644"
"002561.SZ","Ðì¼Ò»ã","2014-06-12","11.1644","11.0397","11.1644","11.0284","-0.1247","-1.1168","11.1644"
"002561.SZ","Ðì¼Ò»ã","2014-06-13","11.0170","11.1984","11.2210","10.9944","0.1587","1.4374","11.0397"
"002561.SZ","Ðì¼Ò»ã","2014-06-16","11.2664","11.3004","11.3571","11.1644","0.1020","0.9109","11.1984"
"002561.SZ","Ðì¼Ò»ã","2014-06-17","11.3117","11.1984","11.3231","11.1984","-0.1020","-0.9027","11.3004"
"002561.SZ","Ðì¼Ò»ã","2014-06-18","11.2210","11.0057","11.2210","10.9944","-0.1927","-1.7206","11.1984"
"002561.SZ","Ðì¼Ò»ã","2014-06-19","11.0057","10.7223","11.1304","10.6770","-0.2834","-2.5747","11.0057"
"002561.SZ","Ðì¼Ò»ã","2014-06-20","10.6883","10.7677","10.7677","10.5750","0.0453","0.4228","10.7223"
"002561.SZ","Ðì¼Ò»ã","2014-06-23","10.7903","10.7450","10.8583","10.7337","-0.0227","-0.2105","10.7677"
"002561.SZ","Ðì¼Ò»ã","2014-06-24","10.7563","10.7903","10.8470","10.7337","0.0453","0.4220","10.7450"
"002561.SZ","Ðì¼Ò»ã","2014-06-25","10.8017","10.7563","10.8017","10.6883","-0.0340","-0.3151","10.7903"
"002561.SZ","Ðì¼Ò»ã","2014-06-26","10.7677","10.8697","10.8923","10.7223","0.1133","1.0537","10.7563"
"002561.SZ","Ðì¼Ò»ã","2014-06-27","10.9264","10.9264","11.0510","10.8583","0.0567","0.5214","10.8697"
"002561.SZ","Ðì¼Ò»ã","2014-06-30","10.9377","11.0850","11.1304","10.9264","0.1587","1.4523","10.9264"
"002561.SZ","Ðì¼Ò»ã","2014-07-01","11.0624","11.1190","11.1530","11.0170","0.0340","0.3068","11.0850"
"002561.SZ","Ðì¼Ò»ã","2014-07-02","11.1190","11.1304","11.1530","11.0284","0.0113","0.1019","11.1190"
"002561.SZ","Ðì¼Ò»ã","2014-07-03","11.1304","11.3344","11.4591","11.0624","0.2040","1.8330","11.1304"
"002561.SZ","Ðì¼Ò»ã","2014-07-04","11.3344","11.3117","11.5044","11.2891","-0.0227","-0.2000","11.3344"
"002561.SZ","Ðì¼Ò»ã","2014-07-07","11.3117","11.3344","11.4704","11.2664","0.0227","0.2004","11.3117"
"002561.SZ","Ðì¼Ò»ã","2014-07-08","11.3911","11.4477","11.5157","11.3344","0.1133","1.0000","11.3344"
"002561.SZ","Ðì¼Ò»ã","2014-07-09","11.4477","11.0397","11.4591","11.0170","-0.4080","-3.5644","11.4477"
"002561.SZ","Ðì¼Ò»ã","2014-07-10","11.0397","11.1417","11.2324","11.0397","0.1020","0.9240","11.0397"
"002561.SZ","Ðì¼Ò»ã","2014-07-11","11.1417","11.2550","11.2891","11.1077","0.1133","1.0173","11.1417"
"002561.SZ","Ðì¼Ò»ã","2014-07-14","11.3117","11.3797","11.3911","11.2324","0.1247","1.1078","11.2550"
"002561.SZ","Ðì¼Ò»ã","2014-07-15","11.3797","11.4364","11.4364","11.2891","0.0567","0.4980","11.3797"
"002561.SZ","Ðì¼Ò»ã","2014-07-16","11.4364","11.3117","11.4817","11.2550","-0.1247","-1.0902","11.4364"
"002561.SZ","Ðì¼Ò»ã","2014-07-17","11.3231","11.2210","11.3231","11.1530","-0.0907","-0.8016","11.3117"
"002561.SZ","Ðì¼Ò»ã","2014-07-18","11.2550","11.4024","11.4137","11.1757","0.1814","1.6162","11.2210"
"002561.SZ","Ðì¼Ò»ã","2014-07-21","11.4137","11.2437","11.4477","11.2210","-0.1587","-1.3917","11.4024"
"002561.SZ","Ðì¼Ò»ã","2014-07-22","11.2777","11.4024","11.4251","11.2324","0.1587","1.4113","11.2437"
"002561.SZ","Ðì¼Ò»ã","2014-07-24","11.2324","11.4251","11.4364","11.2324","0.1814","1.6129","11.2437"
"002561.SZ","Ðì¼Ò»ã","2014-07-25","11.4591","11.5611","11.5611","11.3684","0.1360","1.1905","11.4251"
"002561.SZ","Ðì¼Ò»ã","2014-07-28","11.6064","11.6971","11.7198","11.5497","0.1360","1.1765","11.5611"
"002561.SZ","Ðì¼Ò»ã","2014-07-29","11.7198","11.8784","12.2865","11.6404","0.1814","1.5504","11.6971"
"002561.SZ","Ðì¼Ò»ã","2014-07-30","11.8784","11.9011","11.9691","11.7651","0.0227","0.1908","11.8784"
"002561.SZ","Ðì¼Ò»ã","2014-07-31","11.9011","11.9238","11.9578","11.7991","0.0227","0.1905","11.9011"
"002561.SZ","Ðì¼Ò»ã","2014-08-01","11.8898","11.6404","11.9124","11.6177","-0.2834","-2.3764","11.9238"
"002561.SZ","Ðì¼Ò»ã","2014-08-04","11.6404","11.8104","11.8444","11.6404","0.1700","1.4606","11.6404"
"002561.SZ","Ðì¼Ò»ã","2014-08-05","11.7991","12.0031","12.0258","11.7424","0.1927","1.6315","11.8104"
"002561.SZ","Ðì¼Ò»ã","2014-08-06","12.0031","11.9918","12.0825","11.8784","-0.0113","-0.0944","12.0031"
"002561.SZ","Ðì¼Ò»ã","2014-08-07","11.9918","11.7764","12.1731","11.7651","-0.2154","-1.7958","11.9918"
"002561.SZ","Ðì¼Ò»ã","2014-08-08","11.7878","11.8218","11.9011","11.7198","0.0453","0.3850","11.7764"
"002561.SZ","Ðì¼Ò»ã","2014-08-11","11.8104","11.9918","12.0371","11.7764","0.1700","1.4382","11.8218"
"002561.SZ","Ðì¼Ò»ã","2014-08-12","11.9691","12.1165","12.1278","11.9464","0.1247","1.0397","11.9918"
"002561.SZ","Ðì¼Ò»ã","2014-08-13","12.1165","12.0371","12.1618","11.9011","-0.0793","-0.6548","12.1165"
"002561.SZ","Ðì¼Ò»ã","2014-08-14","11.9804","11.9464","12.1278","11.9238","-0.0907","-0.7533","12.0371"
"002561.SZ","Ðì¼Ò»ã","2014-08-15","11.9351","12.0598","12.0711","11.8898","0.1133","0.9488","11.9464"
"002561.SZ","Ðì¼Ò»ã","2014-08-18","12.0711","12.1845","12.2638","12.0711","0.1247","1.0338","12.0598"
"002561.SZ","Ðì¼Ò»ã","2014-08-19","12.1731","12.1958","12.2978","12.1165","0.0113","0.0930","12.1845"
"002561.SZ","Ðì¼Ò»ã","2014-08-20","12.1958","12.3318","12.4678","12.1618","0.1360","1.1152","12.1958"
"002561.SZ","Ðì¼Ò»ã","2014-08-21","12.2978","12.2638","12.4112","12.0825","-0.0680","-0.5515","12.3318"
"002561.SZ","Ðì¼Ò»ã","2014-08-22","12.2411","12.4678","12.6945","12.2071","0.2040","1.6636","12.2638"
"002561.SZ","Ðì¼Ò»ã","2014-08-25","12.5245","12.3318","12.5812","12.2865","-0.1360","-1.0909","12.4678"
"002561.SZ","Ðì¼Ò»ã","2014-08-26","12.2525","11.9238","12.4112","11.8898","-0.4080","-3.3088","12.3318"
"002561.SZ","Ðì¼Ò»ã","2014-08-27","11.9578","11.9351","12.0031","11.8898","0.0113","0.0951","11.9238"
"002561.SZ","Ðì¼Ò»ã","2014-08-28","11.9804","11.7878","11.9804","11.6518","-0.1473","-1.2346","11.9351"
"002561.SZ","Ðì¼Ò»ã","2014-08-29","11.7764","11.9238","11.9351","11.7084","0.1360","1.1539","11.7878"
"002561.SZ","Ðì¼Ò»ã","2014-09-01","11.9238","12.1731","12.1845","11.9238","0.2494","2.0912","11.9238"
"002561.SZ","Ðì¼Ò»ã","2014-09-02","12.1391","12.3091","12.3205","12.1391","0.1360","1.1173","12.1731"
"002561.SZ","Ðì¼Ò»ã","2014-09-03","12.2978","12.3205","12.3772","12.1958","0.0113","0.0921","12.3091"
"002561.SZ","Ðì¼Ò»ã","2014-09-04","12.3205","12.5132","12.5132","12.2638","0.1927","1.5639","12.3205"
"002561.SZ","Ðì¼Ò»ã","2014-09-05","12.6492","12.6945","12.9212","12.6265","0.1814","1.4493","12.5132"
"002561.SZ","Ðì¼Ò»ã","2014-09-09","12.6832","12.7285","12.7399","12.5245","0.0340","0.2679","12.6945"
"002561.SZ","Ðì¼Ò»ã","2014-09-10","12.6605","12.8192","13.0572","12.6038","0.0907","0.7124","12.7285"
"002561.SZ","Ðì¼Ò»ã","2014-09-11","12.8192","12.5812","13.0119","12.5358","-0.2380","-1.8568","12.8192"
"002561.SZ","Ðì¼Ò»ã","2014-09-12","12.5585","12.7285","12.7399","12.5358","0.1473","1.1712","12.5812"
"002561.SZ","Ðì¼Ò»ã","2014-09-15","12.7512","13.0685","13.1139","12.7512","0.3400","2.6714","12.7285"
"002561.SZ","Ðì¼Ò»ã","2014-09-16","13.0912","12.6492","13.3632","12.6265","-0.4194","-3.2090","13.0685"
"002561.SZ","Ðì¼Ò»ã","2014-09-17","12.7625","12.7058","12.8419","12.3545","0.0567","0.4480","12.6492"
"002561.SZ","Ðì¼Ò»ã","2014-09-18","12.6492","12.7625","12.7852","12.5925","0.0567","0.4460","12.7058"
"002561.SZ","Ðì¼Ò»ã","2014-09-19","12.7625","12.7399","12.8079","12.6152","-0.0227","-0.1776","12.7625"
"002561.SZ","Ðì¼Ò»ã","2014-09-22","12.7625","12.5472","12.7625","12.5358","-0.1927","-1.5125","12.7399"
"002561.SZ","Ðì¼Ò»ã","2014-09-23","12.5585","12.6832","12.7172","12.5472","0.1360","1.0840","12.5472"
"002561.SZ","Ðì¼Ò»ã","2014-09-24","12.6718","12.9552","13.0005","12.6378","0.2720","2.1448","12.6832"
"002561.SZ","Ðì¼Ò»ã","2014-09-25","12.9552","12.8985","13.0119","12.7852","-0.0567","-0.4374","12.9552"
"002561.SZ","Ðì¼Ò»ã","2014-09-26","12.8079","13.1592","13.1706","12.7852","0.2607","2.0211","12.8985"
"002561.SZ","Ðì¼Ò»ã","2014-09-29","13.2046","13.2272","13.4199","13.1706","0.0680","0.5168","13.1592"
"002561.SZ","Ðì¼Ò»ã","2014-09-30","13.2272","13.2612","13.3179","13.1366","0.0340","0.2571","13.2272"
"002561.SZ","Ðì¼Ò»ã","2014-10-08","13.2612","13.2726","13.3292","13.1252","0.0113","0.0855","13.2612"
"002561.SZ","Ðì¼Ò»ã","2014-10-09","13.2726","13.1592","13.4653","13.0232","-0.1133","-0.8540","13.2726"
"002561.SZ","Ðì¼Ò»ã","2014-10-10","13.1366","13.0345","13.1366","12.9439","-0.1247","-0.9475","13.1592"
"002561.SZ","Ðì¼Ò»ã","2014-10-13","12.9779","13.0232","13.0345","12.7739","-0.0113","-0.0870","13.0345"
"002561.SZ","Ðì¼Ò»ã","2014-10-14","13.0232","13.2046","13.3066","13.0005","0.1814","1.3925","13.0232"
"002561.SZ","Ðì¼Ò»ã","2014-10-15","13.1819","13.1479","13.2726","12.9552","-0.0567","-0.4292","13.2046"
"002561.SZ","Ðì¼Ò»ã","2014-10-16","13.1139","13.0005","13.3519","12.9892","-0.1473","-1.1207","13.1479"
"002561.SZ","Ðì¼Ò»ã","2014-10-17","13.0119","12.6718","13.0572","12.5585","-0.3287","-2.5283","13.0005"
"002561.SZ","Ðì¼Ò»ã","2014-10-20","12.6718","12.7739","12.7965","12.6492","0.1020","0.8050","12.6718"
"002561.SZ","Ðì¼Ò»ã","2014-10-21","12.8079","12.6718","12.8305","12.6265","-0.1020","-0.7986","12.7739"
"002561.SZ","Ðì¼Ò»ã","2014-10-22","12.7172","12.4905","12.7172","12.4678","-0.1814","-1.4311","12.6718"
"002561.SZ","Ðì¼Ò»ã","2014-10-23","12.4792","12.1731","12.5812","12.1165","-0.3174","-2.5408","12.4905"
"002561.SZ","Ðì¼Ò»ã","2014-10-24","12.1618","12.2298","12.2978","12.1278","0.0567","0.4656","12.1731"
"002561.SZ","Ðì¼Ò»ã","2014-10-27","12.2411","12.3431","12.4338","11.9578","0.1133","0.9268","12.2298"
"002561.SZ","Ðì¼Ò»ã","2014-10-29","12.7058","12.8532","12.9892","12.6265","0.2380","1.8868","12.6152"
"002561.SZ","Ðì¼Ò»ã","2014-10-30","12.7852","12.8419","13.0912","12.7512","-0.0113","-0.0882","12.8532"
"002561.SZ","Ðì¼Ò»ã","2014-10-31","12.8305","12.9325","12.9779","12.7399","0.0907","0.7061","12.8419"
"002561.SZ","Ðì¼Ò»ã","2014-11-03","12.9779","13.0799","13.1479","12.9325","0.1473","1.1394","12.9325"
"002561.SZ","Ðì¼Ò»ã","2014-11-04","13.0912","12.9439","13.0912","12.8305","-0.1360","-1.0399","13.0799"
"002561.SZ","Ðì¼Ò»ã","2014-11-05","12.9099","13.0912","13.2726","12.8759","0.1473","1.1384","12.9439"
"002561.SZ","Ðì¼Ò»ã","2014-11-06","13.0345","13.1252","13.1592","12.9212","0.0340","0.2597","13.0912"
"002561.SZ","Ðì¼Ò»ã","2014-11-07","13.1366","12.9552","13.3066","12.9212","-0.1700","-1.2953","13.1252"
"002561.SZ","Ðì¼Ò»ã","2014-11-10","12.9779","13.1592","13.2386","12.8985","0.2040","1.5748","12.9552"
"002561.SZ","Ðì¼Ò»ã","2014-11-11","13.2272","12.6718","13.2726","12.6152","-0.4874","-3.7037","13.1592"
"002561.SZ","Ðì¼Ò»ã","2014-11-13","14.3947","14.5420","15.0634","14.2133","0.6007","4.3089","13.9413"
"002561.SZ","Ðì¼Ò»ã","2014-11-14","14.3493","14.4513","14.9614","14.0320","-0.0907","-0.6235","14.5420"
"002561.SZ","Ðì¼Ò»ã","2014-11-17","14.5080","14.7120","14.8254","14.0773","0.2607","1.8039","14.4513"
"002561.SZ","Ðì¼Ò»ã","2014-11-18","14.7120","14.4967","14.8027","14.3493","-0.2154","-1.4638","14.7120"
"002561.SZ","Ðì¼Ò»ã","2014-11-19","14.4967","14.7007","14.7574","14.2360","0.2040","1.4074","14.4967"
"002561.SZ","Ðì¼Ò»ã","2014-11-20","14.5760","15.2107","15.2788","14.5194","0.5100","3.4695","14.7007"
"002561.SZ","Ðì¼Ò»ã","2014-11-21","15.1654","15.2334","15.3921","14.9614","0.0227","0.1490","15.2107"
"002561.SZ","Ðì¼Ò»ã","2014-11-24","15.3128","15.3241","15.4714","15.0634","0.0907","0.5952","15.2334"
"002561.SZ","Ðì¼Ò»ã","2014-11-25","15.3128","15.4714","16.1855","15.1881","0.1473","0.9615","15.3241"
"002561.SZ","Ðì¼Ò»ã","2014-11-27","15.0747","14.9387","15.1994","14.7687","-0.2267","-1.4948","15.1654"
"002561.SZ","Ðì¼Ò»ã","2014-11-28","14.9614","14.8594","15.1087","14.6440","-0.0793","-0.5311","14.9387"
"002561.SZ","Ðì¼Ò»ã","2014-12-01","14.8027","14.8934","14.9727","14.6894","0.0340","0.2288","14.8594"
"002561.SZ","Ðì¼Ò»ã","2014-12-02","14.9387","15.4601","15.6301","14.9387","0.5667","3.8052","14.8934"
"002561.SZ","Ðì¼Ò»ã","2014-12-03","15.5961","15.2334","15.7775","15.0861","-0.2267","-1.4663","15.4601"
"002561.SZ","Ðì¼Ò»ã","2014-12-04","15.1994","15.2221","15.2448","15.0181","-0.0113","-0.0744","15.2334"
"002561.SZ","Ðì¼Ò»ã","2014-12-05","15.2107","14.4740","15.2107","14.1680","-0.7481","-4.9144","15.2221"
"002561.SZ","Ðì¼Ò»ã","2014-12-08","14.3947","14.6100","14.9047","14.3380","0.1360","0.9397","14.4740"
"002561.SZ","Ðì¼Ò»ã","2014-12-09","14.6327","14.2247","15.0181","14.2247","-0.3854","-2.6377","14.6100"
"002561.SZ","Ðì¼Ò»ã","2014-12-10","14.2020","14.8594","14.8707","14.2020","0.6347","4.4621","14.2247"
"002561.SZ","Ðì¼Ò»ã","2014-12-11","14.8480","14.9501","15.1541","14.6667","0.0907","0.6102","14.8594"
"002561.SZ","Ðì¼Ò»ã","2014-12-12","14.9387","14.9614","15.0181","14.7800","0.0113","0.0758","14.9501"
"002561.SZ","Ðì¼Ò»ã","2014-12-15","14.9727","15.3694","15.5281","14.9161","0.4080","2.7273","14.9614"
"002561.SZ","Ðì¼Ò»ã","2014-12-16","15.3921","15.2561","15.3921","15.0974","-0.1133","-0.7375","15.3694"
"002561.SZ","Ðì¼Ò»ã","2014-12-17","15.2334","14.8934","15.2334","14.5874","-0.3627","-2.3774","15.2561"
"002561.SZ","Ðì¼Ò»ã","2014-12-18","14.8480","14.6780","14.8480","14.6554","-0.2154","-1.4460","14.8934"
"002561.SZ","Ðì¼Ò»ã","2014-12-19","14.5987","14.4740","14.9387","14.3153","-0.2040","-1.3900","14.6780"
"002561.SZ","Ðì¼Ò»ã","2014-12-22","14.5760","13.4879","14.5760","13.4313","-0.9861","-6.8128","14.4740"
"002561.SZ","Ðì¼Ò»ã","2014-12-23","13.4993","13.4426","13.7033","13.3859","-0.0453","-0.3361","13.4879"
"002561.SZ","Ðì¼Ò»ã","2014-12-24","13.4653","13.7486","13.7599","13.4653","0.3060","2.2766","13.4426"
"002561.SZ","Ðì¼Ò»ã","2014-12-25","13.7713","13.8280","13.8733","13.6806","0.0793","0.5771","13.7486"
"002561.SZ","Ðì¼Ò»ã","2014-12-26","13.8393","14.0660","14.1340","13.7486","0.2380","1.7213","13.8280"
"002561.SZ","Ðì¼Ò»ã","2014-12-29","13.9413","13.6353","14.0886","13.5446","-0.4307","-3.0620","14.0660"
"002561.SZ","Ðì¼Ò»ã","2014-12-30","13.6466","13.3746","13.6919","13.3179","-0.2607","-1.9119","13.6353"
"002561.SZ","Ðì¼Ò»ã","2014-12-31","13.3746","13.7146","13.7146","13.2726","0.3400","2.5424","13.3746"
"002561.SZ","Ðì¼Ò»ã","2015-01-05","13.6239","13.9640","14.0320","13.6013","0.2494","1.8182","13.7146"
"002561.SZ","Ðì¼Ò»ã","2015-01-06","13.8733","14.1113","14.2133","13.7486","0.1473","1.0552","13.9640"
"002561.SZ","Ðì¼Ò»ã","2015-01-07","14.0886","14.1793","14.2813","13.9640","0.0680","0.4819","14.1113"
"002561.SZ","Ðì¼Ò»ã","2015-01-08","14.1113","13.8506","14.2360","13.8506","-0.3287","-2.3181","14.1793"
"002561.SZ","Ðì¼Ò»ã","2015-01-09","13.7826","13.6693","13.9640","13.6579","-0.1814","-1.3093","13.8506"
"002561.SZ","Ðì¼Ò»ã","2015-01-12","13.6013","13.3746","13.6013","13.2952","-0.2947","-2.1559","13.6693"
"002561.SZ","Ðì¼Ò»ã","2015-01-13","13.3406","13.4879","13.5106","13.3406","0.1133","0.8475","13.3746"
"002561.SZ","Ðì¼Ò»ã","2015-01-14","13.4766","13.3972","13.5333","13.3292","-0.0907","-0.6723","13.4879"
"002561.SZ","Ðì¼Ò»ã","2015-01-15","13.3972","13.9753","13.9980","13.3406","0.5781","4.3147","13.3972"
"002561.SZ","Ðì¼Ò»ã","2015-01-16","13.9413","13.8733","14.0433","13.8280","-0.1020","-0.7299","13.9753"
"002561.SZ","Ðì¼Ò»ã","2015-01-19","13.5899","13.4539","13.9980","13.3746","-0.4194","-3.0229","13.8733"
"002561.SZ","Ðì¼Ò»ã","2015-01-20","13.5106","13.8733","13.8733","13.5106","0.4194","3.1171","13.4539"
"002561.SZ","Ðì¼Ò»ã","2015-01-21","13.9186","14.2247","14.2360","13.8620","0.3514","2.5327","13.8733"
"002561.SZ","Ðì¼Ò»ã","2015-01-22","14.2247","14.3607","14.3947","14.1453","0.1360","0.9562","14.2247"
"002561.SZ","Ðì¼Ò»ã","2015-01-23","14.4740","14.5080","14.9501","14.2020","0.1473","1.0260","14.3607"
"002561.SZ","Ðì¼Ò»ã","2015-01-26","14.5080","14.9954","15.0861","14.3720","0.4874","3.3594","14.5080"
"002561.SZ","Ðì¼Ò»ã","2015-01-27","15.0067","14.7460","15.0521","14.5534","-0.2494","-1.6629","14.9954"
"002561.SZ","Ðì¼Ò»ã","2015-01-28","14.7800","14.8140","15.1767","14.6894","0.0680","0.4612","14.7460"
"002561.SZ","Ðì¼Ò»ã","2015-01-29","14.6100","14.5194","14.7234","14.4853","-0.2947","-1.9893","14.8140"
"002561.SZ","Ðì¼Ò»ã","2015-01-30","14.5307","14.3040","14.6894","14.2700","-0.2154","-1.4832","14.5194"
"002561.SZ","Ðì¼Ò»ã","2015-02-02","14.1907","14.4287","14.5760","14.1680","0.1247","0.8716","14.3040"
"002561.SZ","Ðì¼Ò»ã","2015-02-03","14.4967","14.7234","14.7574","14.4173","0.2947","2.0424","14.4287"
"002561.SZ","Ðì¼Ò»ã","2015-02-04","14.7460","14.3947","14.8140","14.3947","-0.3287","-2.2325","14.7234"
"002561.SZ","Ðì¼Ò»ã","2015-02-05","14.5194","14.3153","14.5534","14.2587","-0.0793","-0.5512","14.3947"
"002561.SZ","Ðì¼Ò»ã","2015-02-06","14.2247","14.2473","14.4060","14.2020","-0.0680","-0.4751","14.3153"
"002561.SZ","Ðì¼Ò»ã","2015-02-09","14.2473","13.7259","14.2813","13.6919","-0.5214","-3.6595","14.2473"
"002561.SZ","Ðì¼Ò»ã","2015-02-10","13.7259","13.9300","13.9413","13.6239","0.2040","1.4864","13.7259"
"002561.SZ","Ðì¼Ò»ã","2015-02-11","13.9413","13.9186","13.9753","13.8393","-0.0113","-0.0814","13.9300"
"002561.SZ","Ðì¼Ò»ã","2015-02-12","13.9640","14.1113","14.1453","13.9186","0.1927","1.3844","13.9186"
"002561.SZ","Ðì¼Ò»ã","2015-02-13","14.1680","14.2587","14.3380","14.0773","0.1473","1.0442","14.1113"
"002561.SZ","Ðì¼Ò»ã","2015-02-16","14.2587","14.4513","14.5080","14.1000","0.1927","1.3514","14.2587"
"002561.SZ","Ðì¼Ò»ã","2015-02-17","14.4967","14.5647","14.6894","14.4173","0.1133","0.7843","14.4513"
"002561.SZ","Ðì¼Ò»ã","2015-02-25","14.5307","14.4173","14.5987","14.4060","-0.1473","-1.0117","14.5647"
"002561.SZ","Ðì¼Ò»ã","2015-02-26","14.4513","14.4967","14.6440","14.3947","0.0793","0.5503","14.4173"
"002561.SZ","Ðì¼Ò»ã","2015-02-27","14.4740","14.6667","14.6667","14.4627","0.1700","1.1728","14.4967"
"002561.SZ","Ðì¼Ò»ã","2015-03-02","14.7687","14.7687","14.7914","14.6327","0.1020","0.6955","14.6667"
"002561.SZ","Ðì¼Ò»ã","2015-03-03","14.7347","14.5194","14.7687","14.5080","-0.2494","-1.6884","14.7687"
"002561.SZ","Ðì¼Ò»ã","2015-03-04","14.5080","14.9841","14.9954","14.4627","0.4647","3.2006","14.5194"
"002561.SZ","Ðì¼Ò»ã","2015-03-05","14.9614","15.2334","15.2334","14.8254","0.2494","1.6641","14.9841"
"002561.SZ","Ðì¼Ò»ã","2015-03-06","15.1427","15.0521","15.3468","14.8821","-0.1814","-1.1905","15.2334"
"002561.SZ","Ðì¼Ò»ã","2015-03-09","15.0861","15.1201","15.2107","14.8254","0.0680","0.4518","15.0521"
