"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","涨跌(元)","涨跌幅(%)","前收盘价(元)"
"600256.SH","广汇能源","2010-01-04","129.0037","136.9620","138.8542","127.7236","9.5167","7.4673","127.4454"
"600256.SH","广汇能源","2010-01-05","136.6281","144.4195","146.1448","136.6281","7.4575","5.4449","136.9620"
"600256.SH","广汇能源","2010-01-06","143.9743","142.1378","145.5326","141.9152","-2.2818","-1.5800","144.4195"
"600256.SH","广汇能源","2010-01-07","143.4734","141.0247","148.3709","138.5203","-1.1131","-0.7831","142.1378"
"600256.SH","广汇能源","2010-01-08","141.6369","146.4230","147.1465","140.8021","5.3983","3.8279","141.0247"
"600256.SH","广汇能源","2010-01-11","146.6457","148.8718","152.0997","144.8091","2.4487","1.6724","146.4230"
"600256.SH","广汇能源","2010-01-12","147.2022","148.4266","150.7083","147.2022","-0.4452","-0.2991","148.8718"
"600256.SH","广汇能源","2010-01-13","146.3674","143.7517","148.0370","140.6908","-4.6749","-3.1496","148.4266"
"600256.SH","广汇能源","2010-01-14","144.3082","146.3117","146.3674","141.6369","2.5600","1.7809","143.7517"
"600256.SH","广汇能源","2010-01-15","147.9257","157.6650","160.1137","146.3674","11.3532","7.7596","146.3117"
"600256.SH","广汇能源","2010-01-18","157.7206","159.9467","160.7259","155.8284","2.2818","1.4472","157.6650"
"600256.SH","广汇能源","2010-01-19","160.0024","155.3832","160.0024","154.6040","-4.5635","-2.8532","159.9467"
"600256.SH","广汇能源","2010-01-20","155.4388","152.2666","156.7189","150.5414","-3.1166","-2.0057","155.3832"
"600256.SH","广汇能源","2010-01-21","154.7153","152.3779","154.7153","150.7083","0.1113","0.0731","152.2666"
"600256.SH","广汇能源","2010-01-22","151.9327","143.3065","152.9344","142.3604","-9.0714","-5.9532","152.3779"
"600256.SH","广汇能源","2010-01-25","141.9152","140.0786","144.6978","139.1325","-3.2279","-2.2524","143.3065"
"600256.SH","广汇能源","2010-01-26","141.1360","139.5221","142.0265","135.9046","-0.5565","-0.3973","140.0786"
"600256.SH","广汇能源","2010-01-27","137.7412","138.4090","140.6351","137.6855","-1.1131","-0.7978","139.5221"
"600256.SH","广汇能源","2010-01-28","140.5238","145.0874","146.2561","139.2438","6.6784","4.8251","138.4090"
"600256.SH","广汇能源","2010-01-29","145.5326","144.8648","147.3691","143.7517","-0.2226","-0.1534","145.0874"
"600256.SH","广汇能源","2010-02-01","145.1987","143.5291","146.3674","141.1360","-1.3357","-0.9220","144.8648"
"600256.SH","广汇能源","2010-02-02","144.0856","146.4230","150.9866","144.0856","2.8940","2.0163","143.5291"
"600256.SH","广汇能源","2010-02-03","148.5935","148.4822","149.7066","141.2473","2.0592","1.4063","146.4230"
"600256.SH","广汇能源","2010-02-04","146.0891","149.0944","153.0458","146.0891","0.6122","0.4123","148.4822"
"600256.SH","广汇能源","2010-02-05","145.8109","144.1969","153.0458","143.4734","-4.8975","-3.2848","149.0944"
"600256.SH","广汇能源","2010-02-08","146.3674","147.0909","149.4283","144.6978","2.8940","2.0069","144.1969"
"600256.SH","广汇能源","2010-02-09","148.4266","146.4230","148.4266","145.6996","-0.6678","-0.4540","147.0909"
"600256.SH","广汇能源","2010-02-10","146.9796","150.3744","150.4857","146.9239","3.9514","2.6986","146.4230"
"600256.SH","广汇能源","2010-02-11","151.8214","148.8718","151.8214","148.2039","-1.5026","-0.9993","150.3744"
"600256.SH","广汇能源","2010-02-12","151.6544","150.3744","153.6023","148.6492","1.5026","1.0093","148.8718"
"600256.SH","广汇能源","2010-02-22","151.6544","153.3240","155.1049","149.8735","2.9496","1.9615","150.3744"
"600256.SH","广汇能源","2010-02-23","153.1014","158.0545","158.6111","151.6544","4.7305","3.0853","153.3240"
"600256.SH","广汇能源","2010-02-24","159.2232","159.1676","160.6702","156.8858","1.1131","0.7042","158.0545"
"600256.SH","广汇能源","2010-02-25","160.2250","159.7241","164.1207","158.1102","0.5565","0.3497","159.1676"
"600256.SH","广汇能源","2010-02-26","159.1119","170.0199","172.2460","156.3849","10.2958","6.4460","159.7241"
"600256.SH","广汇能源","2010-03-01","170.0199","170.0199","170.0199","170.0199","","","170.0199"
"600256.SH","广汇能源","2010-03-02","170.8547","168.1834","171.6895","165.5677","-1.8365","-1.0802","170.0199"
"600256.SH","广汇能源","2010-03-03","169.4077","168.2390","169.7417","165.9572","0.0557","0.0331","168.1834"
"600256.SH","广汇能源","2010-03-04","169.7417","162.3398","171.3556","162.0059","-5.8992","-3.5064","168.2390"
"600256.SH","广汇能源","2010-03-05","163.8981","164.8998","166.9590","162.2285","2.5600","1.5770","162.3398"
"600256.SH","广汇能源","2010-03-08","165.8459","167.4042","168.3503","165.4007","2.5044","1.5187","164.8998"
"600256.SH","广汇能源","2010-03-09","167.6268","166.2912","168.0164","164.2320","-1.1131","-0.6649","167.4042"
"600256.SH","广汇能源","2010-03-10","166.9590","159.3902","167.3486","158.1102","-6.9010","-4.1499","166.2912"
"600256.SH","广汇能源","2010-03-11","159.6128","156.2180","160.8372","154.6597","-3.1722","-1.9902","159.3902"
"600256.SH","广汇能源","2010-03-12","156.6632","157.5536","161.3937","155.5501","1.3357","0.8550","156.2180"
"600256.SH","广汇能源","2010-03-15","157.5536","154.3814","158.4997","153.0458","-3.1722","-2.0134","157.5536"
"600256.SH","广汇能源","2010-03-16","155.7171","156.5519","156.9415","154.2145","2.1705","1.4059","154.3814"
"600256.SH","广汇能源","2010-03-17","156.8302","159.4458","160.2806","156.8302","2.8940","1.8486","156.5519"
"600256.SH","广汇能源","2010-03-18","159.5015","159.0563","161.6720","157.7763","-0.3896","-0.2443","159.4458"
"600256.SH","广汇能源","2010-03-19","159.1119","159.0563","160.0024","157.8319","0.0000","0.0000","159.0563"
"600256.SH","广汇能源","2010-03-22","159.2232","157.0528","160.1693","155.8284","-2.0035","-1.2596","159.0563"
"600256.SH","广汇能源","2010-03-23","157.0528","159.1676","161.3937","156.9415","2.1148","1.3466","157.0528"
