隞??,蝞蝘??園,撘?遠(??,?嗥?隞???,?擃遠(??,?雿遠(??,瘨刻?(??,瘨刻?撟?%),??遠(??
300895.SZ,??靽⊥,2021-11-12,41.17,41.74,41.95,40.57,0.25,0.6026,41.49
300895.SZ,??靽⊥,2021-11-15,42.3,41.5,42.75,41.2,-0.24,-0.575,41.74
300895.SZ,??靽⊥,2021-11-16,41.09,39.7,42.0,39.69,-1.8,-4.3373,41.5
300895.SZ,??靽⊥,2021-11-17,39.32,41.99,43.55,39.32,2.29,5.7683,39.7
300895.SZ,??靽⊥,2021-11-18,42.0,43.96,45.16,40.77,1.97,4.6916,41.99
300895.SZ,??靽⊥,2021-11-19,43.0,43.14,43.78,42.57,-0.82,-1.8653,43.96
300895.SZ,??靽⊥,2021-11-22,43.12,43.49,43.87,42.34,0.35,0.8113,43.14
300895.SZ,??靽⊥,2021-11-23,43.31,42.48,43.35,42.4,-1.01,-2.3224,43.49
300895.SZ,??靽⊥,2021-11-24,42.43,42.07,43.28,42.0,-0.41,-0.9652,42.48
300895.SZ,??靽⊥,2021-11-25,42.09,42.22,42.98,42.05,0.15,0.3565,42.07
300895.SZ,??靽⊥,2021-11-26,41.83,43.6,43.79,41.65,1.38,3.2686,42.22
300895.SZ,??靽⊥,2021-11-29,42.55,43.0,43.47,42.17,-0.6,-1.3761,43.6
300895.SZ,??靽⊥,2021-11-30,43.3,43.96,45.68,42.96,0.96,2.2326,43.0
300895.SZ,??靽⊥,2021-12-01,43.68,45.63,45.66,43.2,1.67,3.7989,43.96
300895.SZ,??靽⊥,2021-12-02,45.86,42.88,49.2,42.68,-2.75,-6.0267,45.63
300895.SZ,??靽⊥,2021-12-03,43.18,41.76,43.55,41.52,-1.12,-2.6119,42.88
300895.SZ,??靽⊥,2021-12-06,41.14,38.9,41.44,38.5,-2.86,-6.8487,41.76
300895.SZ,??靽⊥,2021-12-07,39.1,39.45,39.77,38.5,0.55,1.4139,38.9
300895.SZ,??靽⊥,2021-12-08,39.38,40.32,40.95,38.7,0.87,2.2053,39.45
300895.SZ,??靽⊥,2021-12-09,39.81,39.4,40.5,39.4,-0.92,-2.2817,40.32
300895.SZ,??靽⊥,2021-12-10,39.4,39.77,40.39,39.1,0.37,0.9391,39.4
300895.SZ,??靽⊥,2021-12-13,40.0,40.39,40.53,39.49,0.62,1.559,39.77
300895.SZ,??靽⊥,2021-12-14,40.3,40.77,40.8,40.0,0.38,0.9408,40.39
300895.SZ,??靽⊥,2021-12-15,40.99,42.26,42.5,40.62,1.49,3.6546,40.77
300895.SZ,??靽⊥,2021-12-16,42.62,43.75,44.2,41.6,1.49,3.5258,42.26
300895.SZ,??靽⊥,2021-12-17,42.98,41.71,44.93,41.71,-2.04,-4.6629,43.75
300895.SZ,??靽⊥,2021-12-20,40.89,39.96,41.53,39.71,-1.75,-4.1956,41.71
300895.SZ,??靽⊥,2021-12-21,39.95,40.31,40.48,39.85,0.35,0.8759,39.96
300895.SZ,??靽⊥,2021-12-22,40.6,42.68,45.0,40.1,2.37,5.8794,40.31
300895.SZ,??靽⊥,2021-12-23,42.01,42.95,44.28,42.01,0.27,0.6326,42.68
300895.SZ,??靽⊥,2021-12-24,43.19,41.31,43.5,41.31,-1.64,-3.8184,42.95
300895.SZ,??靽⊥,2021-12-27,42.0,40.59,42.2,40.2,-0.72,-1.7429,41.31
300895.SZ,??靽⊥,2021-12-28,40.63,41.62,42.3,40.63,1.03,2.5376,40.59
300895.SZ,??靽⊥,2021-12-29,41.01,40.55,41.2,40.22,-1.07,-2.5709,41.62
300895.SZ,??靽⊥,2021-12-30,40.38,40.94,41.48,40.25,0.39,0.9618,40.55
300895.SZ,??靽⊥,2021-12-31,41.19,40.73,41.79,40.5,-0.21,-0.5129,40.94
300895.SZ,??靽⊥,2022-01-04,40.7,42.09,42.49,40.5,1.36,3.3391,40.73
300895.SZ,??靽⊥,2022-01-05,42.19,42.84,42.95,41.66,0.75,1.7819,42.09
300895.SZ,??靽⊥,2022-01-06,42.36,41.99,43.35,41.9,-0.85,-1.9841,42.84
300895.SZ,??靽⊥,2022-01-07,42.1,39.89,42.98,39.73,-2.1,-5.0012,41.99
300895.SZ,??靽⊥,2022-01-10,38.71,39.05,39.24,37.5,-0.84,-2.1058,39.89
300895.SZ,??靽⊥,2022-01-11,38.89,37.6,39.47,37.25,-1.45,-3.7132,39.05
300895.SZ,??靽⊥,2022-01-12,37.79,38.14,38.2,37.61,0.54,1.4362,37.6
300895.SZ,??靽⊥,2022-01-13,38.91,38.09,39.46,38.09,-0.05,-0.1311,38.14
300895.SZ,??靽⊥,2022-01-14,37.6,36.93,38.36,36.88,-1.16,-3.0454,38.09
300895.SZ,??靽⊥,2022-01-17,37.49,40.12,40.68,37.49,3.19,8.638,36.93
300895.SZ,??靽⊥,2022-01-18,40.34,40.1,42.3,39.6,-0.02,-0.0499,40.12
300895.SZ,??靽⊥,2022-01-19,39.0,42.8,44.53,39.0,2.7,6.7332,40.1
300895.SZ,??靽⊥,2022-01-20,42.93,41.67,42.93,40.8,-1.13,-2.6402,42.8
300895.SZ,??靽⊥,2022-01-21,41.48,43.12,44.92,41.44,1.45,3.4797,41.67
300895.SZ,??靽⊥,2022-01-24,42.93,44.48,47.1,42.41,1.36,3.154,43.12
300895.SZ,??靽⊥,2022-01-25,43.63,43.7,46.74,42.01,-0.78,-1.7536,44.48
300895.SZ,??靽⊥,2022-01-26,44.41,43.99,44.65,41.61,0.29,0.6636,43.7
300895.SZ,??靽⊥,2022-01-27,44.66,39.99,44.88,39.06,-4.0,-9.093,43.99
300895.SZ,??靽⊥,2022-01-28,39.99,40.45,42.5,39.53,0.46,1.1503,39.99
300895.SZ,??靽⊥,2022-02-07,41.31,42.46,43.5,40.68,2.01,4.9691,40.45
300895.SZ,??靽⊥,2022-02-08,42.1,45.46,46.29,41.19,3.0,7.0655,42.46
300895.SZ,??靽⊥,2022-02-09,45.38,45.76,46.48,44.44,0.3,0.6599,45.46
300895.SZ,??靽⊥,2022-02-10,45.57,46.15,47.38,44.8,0.39,0.8523,45.76
300895.SZ,??靽⊥,2022-02-11,45.39,45.15,46.66,44.02,-1.0,-2.1668,46.15
300895.SZ,??靽⊥,2022-02-14,44.31,44.08,45.2,43.01,-1.07,-2.3699,45.15
300895.SZ,??靽⊥,2022-02-15,44.29,43.39,44.37,42.6,-0.69,-1.5653,44.08
300895.SZ,??靽⊥,2022-02-16,45.99,43.64,46.99,43.56,0.25,0.5762,43.39
300895.SZ,??靽⊥,2022-02-17,43.29,42.3,45.2,42.2,-1.34,-3.0706,43.64
300895.SZ,??靽⊥,2022-02-18,44.68,46.24,46.53,44.11,3.94,9.3144,42.3
300895.SZ,??靽⊥,2022-02-21,50.0,52.84,54.9,48.8,6.6,14.2734,46.24
300895.SZ,??靽⊥,2022-02-22,50.68,50.65,52.0,49.66,-2.19,-4.1446,52.84
300895.SZ,??靽⊥,2022-02-23,50.3,49.93,51.9,48.51,-0.72,-1.4215,50.65
300895.SZ,??靽⊥,2022-02-24,49.02,46.16,51.54,44.14,-3.77,-7.5506,49.93
300895.SZ,??靽⊥,2022-02-25,47.0,47.18,48.24,46.01,1.02,2.2097,46.16
300895.SZ,??靽⊥,2022-02-28,46.33,47.6,49.0,44.68,0.42,0.8902,47.18
300895.SZ,??靽⊥,2022-03-01,46.94,48.3,49.29,46.56,0.7,1.4706,47.6
300895.SZ,??靽⊥,2022-03-02,47.0,46.91,48.17,46.1,-1.39,-2.8778,48.3
300895.SZ,??靽⊥,2022-03-03,47.0,47.5,47.85,46.29,0.59,1.2577,46.91
300895.SZ,??靽⊥,2022-03-04,46.6,44.34,47.28,44.29,-3.16,-6.6526,47.5
300895.SZ,??靽⊥,2022-03-07,43.55,43.33,44.21,43.01,-1.01,-2.2779,44.34
300895.SZ,??靽⊥,2022-03-08,43.76,44.08,44.88,43.12,0.75,1.7309,43.33
300895.SZ,??靽⊥,2022-03-09,43.0,44.24,44.79,40.47,0.16,0.363,44.08
300895.SZ,??靽⊥,2022-03-10,45.58,43.58,45.69,43.53,-0.66,-1.4919,44.24
300895.SZ,??靽⊥,2022-03-11,42.1,42.84,43.6,41.69,-0.74,-1.698,43.58
300895.SZ,??靽⊥,2022-03-14,42.15,40.02,42.85,40.0,-2.82,-6.5826,42.84
300895.SZ,??靽⊥,2022-03-15,39.25,38.63,40.9,38.6,-1.39,-3.4733,40.02
300895.SZ,??靽⊥,2022-03-16,39.72,40.16,40.66,38.8,1.53,3.9607,38.63
300895.SZ,??靽⊥,2022-03-17,40.88,40.47,41.85,39.88,0.31,0.7719,40.16
300895.SZ,??靽⊥,2022-03-18,40.2,40.27,41.48,39.89,-0.2,-0.4942,40.47
300895.SZ,??靽⊥,2022-03-21,39.8,40.38,40.82,39.52,0.11,0.2732,40.27
300895.SZ,??靽⊥,2022-03-22,40.37,42.6,42.93,39.73,2.22,5.4978,40.38
300895.SZ,??靽⊥,2022-03-23,42.0,41.7,42.47,41.3,-0.9,-2.1127,42.6
300895.SZ,??靽⊥,2022-03-24,41.28,40.26,41.45,39.95,-1.44,-3.4532,41.7
300895.SZ,??靽⊥,2022-03-25,40.34,39.97,40.91,39.97,-0.29,-0.7203,40.26
300895.SZ,??靽⊥,2022-03-28,39.39,40.34,40.64,39.05,0.37,0.9257,39.97
300895.SZ,??靽⊥,2022-03-29,40.11,38.56,40.59,38.5,-1.78,-4.4125,40.34
300895.SZ,??靽⊥,2022-03-30,38.84,38.78,39.26,37.6,0.22,0.5705,38.56
300895.SZ,??靽⊥,2022-03-31,38.43,39.0,39.24,38.0,0.22,0.5673,38.78
300895.SZ,??靽⊥,2022-04-01,39.3,37.67,39.3,37.67,-1.33,-3.4103,39.0
300895.SZ,??靽⊥,2022-04-06,37.49,37.98,38.86,37.21,0.31,0.8229,37.67
300895.SZ,??靽⊥,2022-04-07,37.7,35.17,37.88,35.15,-2.81,-7.3986,37.98
300895.SZ,??靽⊥,2022-04-08,35.2,34.71,35.5,34.18,-0.46,-1.3079,35.17
300895.SZ,??靽⊥,2022-04-11,34.19,32.62,34.33,32.23,-2.09,-6.0213,34.71
300895.SZ,??靽⊥,2022-04-12,32.9,33.14,33.19,32.31,0.52,1.5941,32.62
300895.SZ,??靽⊥,2022-04-13,33.01,31.68,33.01,31.6,-1.46,-4.4056,33.14
300895.SZ,??靽⊥,2022-04-14,32.19,32.02,32.89,31.96,0.34,1.0732,31.68
300895.SZ,??靽⊥,2022-04-15,31.8,32.21,32.64,31.15,0.19,0.5934,32.02
300895.SZ,??靽⊥,2022-04-18,31.74,32.78,32.9,31.15,0.57,1.7696,32.21
300895.SZ,??靽⊥,2022-04-19,33.0,32.8,33.31,32.5,0.02,0.061,32.78
300895.SZ,??靽⊥,2022-04-20,33.99,32.6,34.15,32.35,-0.2,-0.6098,32.8
300895.SZ,??靽⊥,2022-04-21,32.28,30.8,32.6,30.7,-1.8,-5.5215,32.6
300895.SZ,??靽⊥,2022-04-22,30.4,29.79,31.41,29.6,-1.01,-3.2792,30.8
300895.SZ,??靽⊥,2022-04-25,28.68,26.78,29.4,26.68,-3.01,-10.1041,29.79
300895.SZ,??靽⊥,2022-04-26,27.03,25.78,27.49,25.53,-1.0,-3.7341,26.78
300895.SZ,??靽⊥,2022-04-27,25.77,26.99,26.99,25.37,1.21,4.6936,25.78
300895.SZ,??靽⊥,2022-04-28,26.88,25.88,26.88,25.5,-1.11,-4.1126,26.99
300895.SZ,??靽⊥,2022-04-29,26.31,26.96,27.27,26.11,1.08,4.1731,25.88
300895.SZ,??靽⊥,2022-05-05,26.92,27.33,27.7,26.38,0.37,1.3724,26.96
300895.SZ,??靽⊥,2022-05-06,26.68,28.64,29.59,26.28,1.31,4.7933,27.33
300895.SZ,??靽⊥,2022-05-09,28.61,28.57,29.4,28.11,-0.07,-0.2444,28.64
300895.SZ,??靽⊥,2022-05-10,27.9,28.91,29.12,27.7,0.34,1.1901,28.57
300895.SZ,??靽⊥,2022-05-11,28.68,28.69,29.75,28.51,-0.22,-0.761,28.91
300895.SZ,??靽⊥,2022-05-12,28.57,28.98,29.25,28.26,0.29,1.0108,28.69
300895.SZ,??靽⊥,2022-05-13,29.0,28.79,29.17,28.42,-0.19,-0.6556,28.98
300895.SZ,??靽⊥,2022-05-16,28.95,28.67,29.14,28.37,-0.12,-0.4168,28.79
300895.SZ,??靽⊥,2022-05-17,28.99,29.34,29.35,28.16,0.67,2.3369,28.67
300895.SZ,??靽⊥,2022-05-18,30.91,31.28,33.99,30.91,1.94,6.6121,29.34
300895.SZ,??靽⊥,2022-05-19,30.49,31.61,32.28,29.87,0.33,1.055,31.28
300895.SZ,??靽⊥,2022-05-20,31.28,31.07,31.71,30.69,-0.54,-1.7083,31.61
300895.SZ,??靽⊥,2022-05-23,31.07,31.53,31.68,31.01,0.46,1.4805,31.07
300895.SZ,??靽⊥,2022-05-24,31.27,29.6,31.56,29.6,-1.93,-6.1212,31.53
300895.SZ,??靽⊥,2022-05-25,29.98,30.41,30.99,29.86,0.81,2.7365,29.6
300895.SZ,??靽⊥,2022-05-26,30.45,30.55,30.95,29.52,0.14,0.4604,30.41
300895.SZ,??靽⊥,2022-05-27,30.45,30.39,31.17,30.08,-0.16,-0.5237,30.55
300895.SZ,??靽⊥,2022-05-30,30.32,30.78,30.78,30.03,0.39,1.2833,30.39
300895.SZ,??靽⊥,2022-05-31,28.03,28.16,28.4,27.17,0.22,0.7874,27.94
300895.SZ,??靽⊥,2022-06-01,28.05,28.37,28.79,27.9,0.21,0.7457,28.16
300895.SZ,??靽⊥,2022-06-02,28.41,28.9,29.1,27.95,0.53,1.8682,28.37
300895.SZ,??靽⊥,2022-06-06,29.06,29.38,29.86,29.01,0.48,1.6609,28.9
300895.SZ,??靽⊥,2022-06-07,29.5,28.73,29.69,28.5,-0.65,-2.2124,29.38
300895.SZ,??靽⊥,2022-06-08,28.99,29.17,29.7,28.17,0.44,1.5315,28.73
300895.SZ,??靽⊥,2022-06-09,29.15,28.08,29.15,27.88,-1.09,-3.7367,29.17
300895.SZ,??靽⊥,2022-06-10,27.8,28.42,28.65,27.78,0.34,1.2108,28.08
300895.SZ,??靽⊥,2022-06-13,28.17,28.8,29.0,27.88,0.38,1.3371,28.42
300895.SZ,??靽⊥,2022-06-14,28.8,28.21,28.9,27.33,-0.59,-2.0486,28.8
300895.SZ,??靽⊥,2022-06-15,28.38,28.59,29.23,28.31,0.38,1.347,28.21
300895.SZ,??靽⊥,2022-06-16,28.59,29.05,29.49,28.43,0.46,1.609,28.59
300895.SZ,??靽⊥,2022-06-17,28.82,28.78,29.09,28.22,-0.27,-0.9294,29.05
300895.SZ,??靽⊥,2022-06-20,28.88,29.22,29.77,28.73,0.44,1.5288,28.78
300895.SZ,??靽⊥,2022-06-21,29.28,30.1,30.14,28.89,0.88,3.0116,29.22
300895.SZ,??靽⊥,2022-06-22,30.83,29.38,30.83,29.32,-0.72,-2.392,30.1
300895.SZ,??靽⊥,2022-06-23,29.68,29.2,29.89,28.83,-0.18,-0.6127,29.38
300895.SZ,??靽⊥,2022-06-24,29.37,29.38,29.9,29.08,0.18,0.6164,29.2
300895.SZ,??靽⊥,2022-06-27,29.2,29.04,29.47,28.85,-0.34,-1.1572,29.38
300895.SZ,??靽⊥,2022-06-28,28.97,29.54,29.57,28.58,0.5,1.7218,29.04
300895.SZ,??靽⊥,2022-06-29,29.37,29.15,29.98,29.09,-0.39,-1.3202,29.54
300895.SZ,??靽⊥,2022-06-30,29.34,29.02,29.48,28.9,-0.13,-0.446,29.15
300895.SZ,??靽⊥,2022-07-01,28.9,28.77,29.27,28.6,-0.25,-0.8615,29.02
300895.SZ,??靽⊥,2022-07-04,29.1,29.55,29.84,28.78,0.78,2.7112,28.77
300895.SZ,??靽⊥,2022-07-05,29.5,28.48,29.55,28.02,-1.07,-3.621,29.55
300895.SZ,??靽⊥,2022-07-06,28.45,28.11,28.75,28.1,-0.37,-1.2992,28.48
300895.SZ,??靽⊥,2022-07-07,28.3,28.11,28.5,28.0,0.0,0.0,28.11
300895.SZ,??靽⊥,2022-07-08,28.12,28.37,28.97,28.09,0.26,0.9249,28.11
300895.SZ,??靽⊥,2022-07-11,28.28,27.61,28.28,27.33,-0.76,-2.6789,28.37
300895.SZ,??靽⊥,2022-07-12,27.46,27.0,27.55,26.91,-0.61,-2.2093,27.61
300895.SZ,??靽⊥,2022-07-13,26.97,27.26,27.35,26.97,0.26,0.963,27.0
300895.SZ,??靽⊥,2022-07-14,27.31,27.14,27.55,27.06,-0.12,-0.4402,27.26
300895.SZ,??靽⊥,2022-07-15,27.14,27.79,29.6,26.46,0.65,2.395,27.14
300895.SZ,??靽⊥,2022-07-18,27.46,28.41,28.7,27.34,0.62,2.231,27.79
300895.SZ,??靽⊥,2022-07-19,28.4,29.5,29.63,28.01,1.09,3.8367,28.41
300895.SZ,??靽⊥,2022-07-20,29.7,29.78,29.95,29.25,0.28,0.9492,29.5
300895.SZ,??靽⊥,2022-07-21,29.6,30.9,32.1,29.6,1.12,3.7609,29.78
300895.SZ,??靽⊥,2022-07-22,30.56,30.63,31.35,30.38,-0.27,-0.8738,30.9
300895.SZ,??靽⊥,2022-07-25,30.84,30.49,31.7,30.38,-0.14,-0.4571,30.63
300895.SZ,??靽⊥,2022-07-26,30.51,31.29,31.5,30.22,0.8,2.6238,30.49
300895.SZ,??靽⊥,2022-07-27,31.6,31.24,31.77,30.81,-0.05,-0.1598,31.29
300895.SZ,??靽⊥,2022-07-28,31.3,31.17,31.68,31.1,-0.07,-0.2241,31.24
300895.SZ,??靽⊥,2022-07-29,30.91,30.62,31.16,30.48,-0.55,-1.7645,31.17
300895.SZ,??靽⊥,2022-08-01,30.63,30.61,31.1,30.33,-0.01,-0.0327,30.62
300895.SZ,??靽⊥,2022-08-02,30.11,28.91,30.34,28.6,-1.7,-5.5537,30.61
300895.SZ,??靽⊥,2022-08-03,29.39,29.8,30.89,29.3,0.89,3.0785,28.91
300895.SZ,??靽⊥,2022-08-04,30.39,30.12,30.44,29.64,0.32,1.0738,29.8
300895.SZ,??靽⊥,2022-08-05,30.29,30.99,30.99,30.29,0.87,2.8884,30.12
300895.SZ,??靽⊥,2022-08-08,30.9,30.84,31.0,30.54,-0.15,-0.484,30.99
300895.SZ,??靽⊥,2022-08-09,30.84,30.46,31.04,30.21,-0.38,-1.2322,30.84
300895.SZ,??靽⊥,2022-08-10,30.25,30.32,30.67,29.95,-0.14,-0.4596,30.46
300895.SZ,??靽⊥,2022-08-11,30.35,30.46,30.65,30.21,0.14,0.4617,30.32
300895.SZ,??靽⊥,2022-08-12,30.51,30.41,31.0,30.09,-0.05,-0.1641,30.46
300895.SZ,??靽⊥,2022-08-15,30.41,29.67,30.41,29.63,-0.74,-2.4334,30.41
300895.SZ,??靽⊥,2022-08-16,29.68,29.48,29.95,29.39,-0.19,-0.6404,29.67
300895.SZ,??靽⊥,2022-08-17,29.49,29.28,29.62,29.07,-0.2,-0.6784,29.48
300895.SZ,??靽⊥,2022-08-18,29.2,29.39,29.5,28.78,0.11,0.3757,29.28
300895.SZ,??靽⊥,2022-08-19,29.39,28.3,29.87,28.0,-1.09,-3.7087,29.39
300895.SZ,??靽⊥,2022-08-22,28.34,28.38,28.87,27.68,0.08,0.2827,28.3
300895.SZ,??靽⊥,2022-08-23,28.36,28.72,28.73,28.1,0.34,1.198,28.38
300895.SZ,??靽⊥,2022-08-24,28.7,27.95,29.27,27.77,-0.77,-2.6811,28.72
300895.SZ,??靽⊥,2022-08-25,27.88,27.31,28.05,26.8,-0.64,-2.2898,27.95
300895.SZ,??靽⊥,2022-08-26,27.45,27.09,27.72,27.01,-0.22,-0.8056,27.31
300895.SZ,??靽⊥,2022-08-29,26.81,27.1,27.16,26.2,0.01,0.0369,27.09
300895.SZ,??靽⊥,2022-08-30,27.11,26.98,27.35,26.67,-0.12,-0.4428,27.1
300895.SZ,??靽⊥,2022-08-31,26.96,26.34,27.3,26.2,-0.64,-2.3721,26.98
300895.SZ,??靽⊥,2022-09-01,26.39,26.17,26.88,26.17,-0.17,-0.6454,26.34
300895.SZ,??靽⊥,2022-09-02,26.22,26.66,26.82,26.17,0.49,1.8724,26.17
300895.SZ,??靽⊥,2022-09-05,26.99,26.65,27.04,26.3,-0.01,-0.0375,26.66
300895.SZ,??靽⊥,2022-09-06,26.65,26.69,26.86,26.41,0.04,0.1501,26.65
300895.SZ,??靽⊥,2022-09-07,26.6,26.8,26.92,26.46,0.11,0.4121,26.69
300895.SZ,??靽⊥,2022-09-08,26.8,25.8,26.88,25.8,-1.0,-3.7313,26.8
300895.SZ,??靽⊥,2022-09-09,25.85,25.98,26.22,25.5,0.18,0.6977,25.8
300895.SZ,??靽⊥,2022-09-13,26.09,26.03,26.47,25.95,0.05,0.1925,25.98
