"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","涨跌(元)","涨跌幅(%)","前收盘价(元)"
"300895.SZ","铜牛信息","2020-09-24","71.0000","69.0900","76.0000","69.0700","56.4400","446.1660","12.6500"
"300895.SZ","铜牛信息","2020-09-25","67.0000","59.5000","69.7400","59.5000","-9.5900","-13.8804","69.0900"
"300895.SZ","铜牛信息","2020-09-28","57.9900","58.6000","62.7000","57.0200","-0.9000","-1.5126","59.5000"
"300895.SZ","铜牛信息","2020-09-29","59.4500","55.0200","59.4600","54.8800","-3.5800","-6.1092","58.6000"
"300895.SZ","铜牛信息","2020-09-30","54.8000","52.4000","56.4600","52.3200","-2.6200","-4.7619","55.0200"
"300895.SZ","铜牛信息","2020-10-09","53.6000","54.5500","55.7200","52.8900","2.1500","4.1031","52.4000"
"300895.SZ","铜牛信息","2020-10-12","54.1800","58.3800","59.4700","54.0000","3.8300","7.0211","54.5500"
"300895.SZ","铜牛信息","2020-10-13","57.4300","56.6800","57.5000","55.8000","-1.7000","-2.9120","58.3800"
"300895.SZ","铜牛信息","2020-10-14","56.4500","59.2000","61.7700","56.4500","2.5200","4.4460","56.6800"
"300895.SZ","铜牛信息","2020-10-15","58.5200","60.6000","64.4500","57.0500","1.4000","2.3649","59.2000"
"300895.SZ","铜牛信息","2020-10-16","58.9500","59.1400","62.4400","58.0000","-1.4600","-2.4092","60.6000"
"300895.SZ","铜牛信息","2020-10-19","62.4000","61.4300","70.0000","60.8900","2.2900","3.8722","59.1400"
"300895.SZ","铜牛信息","2020-10-20","59.8000","73.7200","73.7200","59.1800","12.2900","20.0065","61.4300"
"300895.SZ","铜牛信息","2020-10-21","70.0600","73.6900","74.6800","67.7600","-0.0300","-0.0407","73.7200"
"300895.SZ","铜牛信息","2020-10-22","70.5000","65.7500","71.6000","65.5800","-7.9400","-10.7749","73.6900"
"300895.SZ","铜牛信息","2020-10-23","65.4400","78.9000","78.9000","65.4400","13.1500","20.0000","65.7500"
"300895.SZ","铜牛信息","2020-10-26","79.9800","77.5100","79.9800","73.8000","-1.3900","-1.7617","78.9000"
